EC,rxn_ID,reaction
2.6.1.42|2.6.1.6|2.6.1.67,rxn27738,(1) cpd00024[0] + (1) cpd00107[0] <=> (1) cpd00023[0] + (1) cpd00200[0]
2.6.1.42|2.6.1.6|2.6.1.67,rxn12089,(1) cpd00291[0] <=> (1) cpd06536[0]
1.1.1.-,rxn12088,(1) cpd00005[0] + (1) cpd16510[0] <=> (1) cpd00006[0] + (1) cpd08954[0]
2.7.1.145,rxn04044,(1) cpd00002[0] + (1) cpd01529[0] <=> (1) cpd00008[0] + (1) cpd00513[0]
3.6.3.18,rxn18527,(1) cpd00001[0] + (1) cpd00002[0] + (1) cpd23865[1] <=> (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd23865[0]
1.1.1.-,rxn14172,(1) cpd17402[0] <=> (1) cpd00011[0] + (1) cpd17401[0]
3.6.3.18,rxn18524,(1) cpd00001[0] + (1) cpd00002[0] + (1) cpd05161[1] <=> (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd05161[0]
3.4.24.86,rxn18159,(1) cpd28227[0] <=> (1) cpd28371[0]
3.4.24.-|3.4.24.76,rxn18158,(1) cpd00001[0] + (1) cpd27149[0] <=> (2) cpd27839[0]
3.4.24.-|3.4.24.76,rxn33515,(1) cpd00011[0] + (1) cpd01298[0] <=> (1) cpd02211[0]
3.4.24.64,rxn18153,(1) cpd27522[0] <=> (1) cpd27839[0] + (1) cpd27918[0]
3.4.24.64,rxn18152,(1) cpd27522[0] <=> (1) cpd27839[0] + (1) cpd27918[0]
3.4.24.59,rxn18151,(1) cpd28520[0] <=> (1) cpd27715[0] + (1) cpd28518[0]
3.4.24.57,rxn18150,(1) cpd00001[0] + (1) cpd27695[0] <=> (1) cpd27839[0]
3.4.24.75,rxn18157,(1) cpd24093[0] <=> (1) cpd24094[0]
3.4.24.71,rxn18156,(1) cpd28381[0] <=> (1) cpd27839[0] + (1) cpd28487[0]
3.4.24.7,rxn18155,(1) cpd26748[0] <=> (2) cpd27839[0]
2.7.1.151,rxn04041,(1) cpd00002[0] + (1) cpd08377[0] <=> (1) cpd00008[0] + (1) cpd00943[0]
2.7.1.151,rxn21777,(1) cpd00007[0] + (1) cpd03615[0] <=> (1) cpd00001[0] + (1) cpd23372[0]
2.7.1.151,rxn21776,(1) cpd00001[0] + (1) cpd23369[0] <=> (1) cpd23374[0]
2.7.1.151,rxn21775,(1) cpd00001[0] + (1) cpd23368[0] <=> (1) cpd23373[0]
2.7.1.151,rxn21774,(1) cpd00001[0] + (1) cpd23366[0] <=> (1) cpd23370[0]
2.7.1.151,rxn21773,(1) cpd23371[0] <=> (1) cpd05919[0]
2.7.1.151,rxn21772,(1) cpd23367[0] <=> (1) cpd23371[0]
2.7.1.151,rxn12335,(1.67) cpd00026[0] + (1.66) cpd00083[0] + (1.67) cpd02113[0] <=> (0.67) cpd00014[0] + (1.66) cpd00031[0] + (1.67) cpd00297[0] + (1) cpd16667[0]
2.7.1.151,rxn12334,(1) cpd00037[0] + (1) cpd16594[0] <=> (1) cpd02886[0] + (1) cpd11493[0]
2.7.1.151,rxn12337,(1) cpd00517[0] + (1) cpd16596[0] <=> (1) cpd11422[0] + (1) cpd11493[0]
2.7.1.146,rxn04043,(1) cpd00008[0] + (1) cpd00072[0] <=> (1) cpd00018[0] + (1) cpd00290[0]
2.7.1.146,rxn12331,(0.62) cpd11468[0] + (0.18) cpd11476[0] + (0.1) cpd16629[0] + (0.1) cpd16636[0] <=> (1) cpd16595[0]
2.7.1.146,rxn12330,(0.56) cpd11480[0] + (0.44) cpd11484[0] <=> (1) cpd16594[0]
3.6.1.55,rxn21779,(1) cpd00001[0] + (1) cpd26323[0] <=> (1) cpd00012[0] + (1) cpd21207[0]
3.6.1.55,rxn21778,(1) cpd23372[0] <=> (1) cpd04711[0]
4.2.1.104,rxn33516,(1) cpd00242[0] + (1) cpd01015[0] <=> (1) cpd00011[0] + (1) cpd01101[0]
4.2.1.104,rxn15738,(1) cpd00001[0] + (1) cpd16517[0] <=> (1) cpd00047[0] + (1) cpd08113[0]
4.2.1.104,rxn15739,(1) cpd00318[0] <=> (1) cpd05985[0]
1.4.1.13,rxn33967,(1) cpd00005[0] + (1) cpd00024[0] + (1) cpd00253[0] <=> (1) cpd00006[0] + (2) cpd00023[0]
1.3.1.43,rxn33966,(1) cpd00006[0] + (1) cpd29970[0] <=> (1) cpd00005[0] + (1) cpd00011[0] + (1) cpd00069[0]
4.6.1.3,rxn33961,(1) cpd29981[0] <=> (1) cpd00699[0]
4.1.2.15,rxn33960,(1) cpd00001[0] + (1) cpd00061[0] + (1) cpd00236[0] <=> (1) cpd29981[0]
2.6.1.57,rxn33963,(1) cpd00023[0] + (1) cpd30003[0] <=> (1) cpd00024[0] + (1) cpd01400[0]
4.2.1.51,rxn33962,(1) cpd00219[0] <=> (1) cpd00001[0] + (1) cpd00011[0] + (1) cpd30003[0]
2.7.1.61,rxn15730,(1) cpd00190[0] + (1) cpd12031[0] <=> (1) cpd00049[0] + (1) cpd00863[0]
2.7.1.61,rxn15731,(1) cpd12031[0] + (1) cpd19009[0] <=> (1) cpd00049[0] + (1) cpd00235[0]
2.7.1.61,rxn15732,(1) cpd01490[0] + (1) cpd12031[0] <=> (1) cpd00049[0] + (1) cpd00235[0]
2.7.1.61,rxn15733,(1) cpd00082[0] + (1) cpd12031[0] <=> (1) cpd00049[0] + (1) cpd19035[0]
2.7.1.61,rxn15734,(1) cpd03688[0] <=> (1) cpd19106[0]
2.7.1.61,rxn15735,(1) cpd03688[0] <=> (1) cpd09199[0]
2.3.1.-,rxn15736,(1) cpd00401[0] + (1) cpd09199[0] <=> (1) cpd00010[0] + (1) cpd01014[0]
2.3.1.-,rxn15737,(1) cpd16509[0] <=> (1) cpd05439[0]
1.11.1.-,rxn30436,(1) cpd00025[0] + (1) cpd11421[0] <=> (2) cpd00001[0] + (1) cpd11420[0]
1.11.1.-,rxn30437,(1) cpd00025[0] + (1) cpd11421[0] <=> (2) cpd00001[0] + (1) cpd11420[0]
3.2.1.10|3.2.1.20|3.2.1.48,rxn30434,(1) cpd00001[0] + (1) cpd00076[0] <=> (1) cpd00027[0] + (1) cpd00082[0]
4.2.1.-,rxn30435,(1) cpd02305[0] <=> (1) cpd00001[0] + (1) cpd00604[0]
3.1.3.-|3.1.3.4,rxn30432,(1) cpd00001[0] + (1) cpd00824[0] <=> (1) cpd00009[0] + (1) cpd00623[0]
1.1.1.21,rxn30433,(1) cpd00005[0] + (1) cpd00027[0] <=> (1) cpd00006[0] + (1) cpd00588[0]
1.17.4.1,rxn30430,(1) cpd00096[0] + (1) cpd11421[0] <=> (1) cpd00001[0] + (1) cpd00533[0] + (1) cpd11420[0]
1.17.4.1,rxn30431,(1) cpd00014[0] + (1) cpd11421[0] <=> (1) cpd00001[0] + (1) cpd00978[0] + (1) cpd11420[0]
1.17.4.1,rxn34999,(1) cpd00001[0] + (1) cpd30422[0] <=> (1) cpd00009[0] + (1) cpd30064[0]
3.1.3.4,rxn34998,(1) cpd00001[0] + (1) cpd15524[0] <=> (1) cpd00009[0] + (1) cpd15309[0]
1.11.1.-,rxn30438,(1) cpd00025[0] + (1) cpd11421[0] <=> (2) cpd00001[0] + (1) cpd11420[0]
3.1.3|3.1.3.-|3.1.3.2,rxn30439,(1) cpd00001[0] + (1) cpd00793[0] <=> (1) cpd00009[0] + (1) cpd00305[0]
3.1.3|3.1.3.-|3.1.3.2,rxn13068,(1) cpd00007[0] + (1) cpd03124[0] <=> (1) cpd00025[0] + (1) cpd16851[0]
3.1.3|3.1.3.-|3.1.3.2,rxn13069,(1) cpd00007[0] + (1) cpd00120[0] <=> (1) cpd00025[0] + (1) cpd16848[0]
3.1.3|3.1.3.-|3.1.3.2,rxn13066,(1) cpd00007[0] + (1) cpd03128[0] <=> (1) cpd00025[0] + (1) cpd16849[0]
3.1.3|3.1.3.-|3.1.3.2,rxn13067,(1) cpd00007[0] + (1) cpd01335[0] <=> (1) cpd00025[0] + (1) cpd16852[0]
3.1.3|3.1.3.-|3.1.3.2,rxn13064,(1) cpd00007[0] + (1) cpd01695[0] <=> (1) cpd00025[0] + (1) cpd16832[0]
3.1.3|3.1.3.-|3.1.3.2,rxn13065,(1) cpd00007[0] + (1) cpd01260[0] <=> (1) cpd00025[0] + (1) cpd16850[0]
3.1.3|3.1.3.-|3.1.3.2,rxn13062,(1) cpd00007[0] + (1) cpd16804[0] <=> (1) cpd00025[0] + (1) cpd16870[0]
3.1.3|3.1.3.-|3.1.3.2,rxn13063,(1) cpd00007[0] + (1) cpd00134[0] <=> (1) cpd00025[0] + (1) cpd16834[0]
3.1.3|3.1.3.-|3.1.3.2,rxn13060,(1) cpd00007[0] + (1) cpd16804[0] <=> (1) cpd00025[0] + (1) cpd16868[0]
3.1.3|3.1.3.-|3.1.3.2,rxn13061,(1) cpd00007[0] + (1) cpd16804[0] <=> (1) cpd00025[0] + (1) cpd16869[0]
3.1.3|3.1.3.-|3.1.3.2,rxn25250,(1) cpd25658[0] + (1) cpd27638[0] <=> (1) cpd25659[0] + (1) cpd27640[0]
3.1.3|3.1.3.-|3.1.3.2,rxn25253,(1) cpd25658[0] <=> (1) cpd00013[0] + (1) cpd00371[0]
3.1.3|3.1.3.-|3.1.3.2,rxn25254,(1) cpd00001[0] + (1) cpd25659[0] + (1) cpd27638[0] <=> (1) cpd00035[0] + (1) cpd27640[0]
3.1.3|3.1.3.-|3.1.3.2,rxn25257,(1) cpd00001[0] + (1) cpd00371[0] + (1) cpd27638[0] <=> (1) cpd00141[0] + (1) cpd27640[0]
3.1.3|3.1.3.-|3.1.3.2,rxn25258,(1) cpd00001[0] + (1) cpd00070[0] + (1) cpd02431[0] <=> (1) cpd00010[0] + (1) cpd00011[0] + (1) cpd17500[0]
3.1.3|3.1.3.-|3.1.3.2,rxn25259,(1) cpd00002[0] + (1) cpd17500[0] <=> (1) cpd00012[0] + (1) cpd00018[0] + (1) cpd17501[0]
1.6.5.2,rxn36878,(1) cpd00005[0] + (1) cpd25917[0] <=> (1) cpd00006[0] + (1) cpd23251[0]
1.6.5.2,rxn36879,(1) cpd00004[0] + (1) cpd25917[0] <=> (1) cpd00003[0] + (1) cpd23251[0]
1.6.5.2,rxn36874,(1) cpd00005[0] + (1) cpd25803[0] <=> (1) cpd00006[0] + (1) cpd23249[0]
1.6.5.2,rxn36875,(1) cpd00004[0] + (1) cpd25803[0] <=> (1) cpd00003[0] + (1) cpd23249[0]
1.6.5.2,rxn36876,(1) cpd00005[0] + (1) cpd25805[0] <=> (1) cpd00006[0] + (1) cpd23250[0]
1.6.5.2,rxn36877,(1) cpd00004[0] + (1) cpd25805[0] <=> (1) cpd00003[0] + (1) cpd23250[0]
1.6.5.2|1.6.99.6,rxn36870,(1) cpd00005[0] + (1) cpd15352[0] <=> (1) cpd00006[0] + (1) cpd15353[0]
1.6.5.2|1.6.5.3,rxn36871,(1) cpd00004[0] + (1) cpd15352[0] <=> (1) cpd00003[0] + (1) cpd15353[0]
1.6.5.2,rxn36872,(1) cpd00005[0] + (1) cpd25804[0] <=> (1) cpd00006[0] + (1) cpd23248[0]
1.6.5.2,rxn36873,(1) cpd00004[0] + (1) cpd25804[0] <=> (1) cpd00003[0] + (1) cpd23248[0]
2.8.3.-,rxn20020,(1) cpd00086[0] + (1) cpd00221[0] <=> (1) cpd00141[0] + (1) cpd26825[0]
1.1.99.13,rxn20021,(1) cpd00208[0] + (1) cpd22290[0] <=> (1) cpd03199[0] + (1) cpd26978[0]
2.7.1.69,rxn20022,(1) cpd00208[0] + (1) cpd27926[0] <=> (1) cpd03194[0] + (1) cpd27934[0]
4.2.1.54,rxn20023,(1) cpd26825[0] <=> (1) cpd00001[0] + (1) cpd00663[0]
5.4.99.7,rxn20024,(1) cpd00776[0] <=> (1) cpd01188[0]
5.4.99.7,rxn20025,(1) cpd00776[0] <=> (1) cpd01188[0]
2.3.1.-,rxn20026,(1) cpd03586[0] + (1) cpd11468[0] <=> (1) cpd03736[0] + (1) cpd11493[0]
6.2.1.-,rxn20027,(1) cpd00002[0] + (1) cpd00010[0] + (1) cpd00266[0] <=> (1) cpd00012[0] + (1) cpd00018[0] + (1) cpd15440[0]
1.6.2.6,rxn20028,(2) cpd12158[0] + (1) cpd27640[0] <=> (2) cpd12160[0] + (1) cpd27638[0]
6.1.1.4,rxn20029,(1) cpd00002[0] + (1) cpd00107[0] + (1) cpd27383[0] <=> (1) cpd00012[0] + (1) cpd00018[0] + (1) cpd26698[0]
3.1.4.11,rxn23591,(1) cpd00001[0] + (1) cpd22880[0] <=> (1) cpd00898[0] + (1) cpd26855[0]
3.7.1.-,rxn23590,(1) cpd00001[0] + (1) cpd24283[0] <=> (1) cpd24284[0]
3.1.4.11,rxn23593,(1) cpd00001[0] + (1) cpd22880[0] <=> (1) cpd00898[0] + (1) cpd26855[0]
4.2.1.-,rxn23595,(1) cpd24288[0] <=> (1) cpd00001[0] + (1) cpd24287[0]
4.2.1.-,rxn31478,(2) cpd00005[0] + (3) cpd00007[0] + (2) cpd01334[0] <=> (2) cpd00001[0] + (2) cpd00006[0] + (2) cpd00047[0] + (2) cpd08347[0]
2.7.4.-,rxn23597,(1) cpd00002[0] + (1) cpd27368[0] <=> (1) cpd00008[0] + (1) cpd26856[0]
2.7.4.-,rxn23596,(1) cpd00002[0] + (1) cpd27368[0] <=> (1) cpd00008[0] + (1) cpd26856[0]
4.2.3.-,rxn23599,(1) cpd19111[0] <=> (1) cpd00012[0] + (1) cpd24289[0]
4.2.3.-,rxn23598,(1) cpd02590[0] <=> (1) cpd00012[0] + (1) cpd24287[0]
4.2.3.-,rxn31477,(2) cpd00005[0] + (3) cpd00007[0] + (2) cpd01188[0] <=> (2) cpd00001[0] + (2) cpd00006[0] + (2) cpd00047[0] + (2) cpd08302[0]
4.2.3.-,rxn31476,(37) cpd02295[0] + (14) cpd02557[0] <=> (27) cpd00011[0] + (14) cpd00012[0] + (47) cpd11425[0]
4.2.3.-,rxn31471,(1) cpd08204[0] <=> (1) cpd04385[0] + (1) cpd12713[0]
4.2.1.120,rxn31470,(1) cpd07946[0] <=> (1) cpd00001[0] + (1) cpd01557[0]
1.14.13.-,rxn31473,(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00015[0] + (1) cpd04358[0] <=> (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd00982[0] + (1) cpd01413[0]
1.14.13.-,rxn31472,(1) cpd04044[0] <=> (1) cpd00204[0] + (1) cpd04045[0]
1.14.13.-,rxn24616,(1) cpd03503[0] <=> (1) cpd00001[0]
1.14.13.-,rxn24614,(1) cpd08701[0] + (1) cpd28067[0] <=> (1) cpd08702[0] + (1) cpd27742[0]
2.1.1.247,rxn24613,(1) cpd02246[0] + (1) cpd27515[0] <=> (1) cpd02438[0] + (1) cpd27540[0]
2.1.1.250,rxn24612,(1) cpd00441[0] + (1) cpd27540[0] <=> (1) cpd00425[0] + (1) cpd27515[0]
2.1.1.247,rxn24611,(1) cpd02246[0] + (1) cpd27511[0] <=> (1) cpd02438[0] + (1) cpd27536[0]
2.1.1.249,rxn24610,(1) cpd00425[0] + (1) cpd27536[0] <=> (1) cpd00187[0] + (1) cpd27511[0]
2.1.1.249,rxn24619,(1) cpd24808[0] <=> (1) cpd00009[0] + (1) cpd24809[0]
2.1.1.249,rxn24618,(1) cpd00001[0] + (1) cpd00061[0] + (1) cpd00095[0] <=> (1) cpd24808[0]
2.1.1.42,rxn23047,(1) cpd00017[0] + (1) cpd22100[0] <=> (1) cpd00019[0] + (1) cpd22102[0]
1.17.3.2,rxn23046,(1) cpd00001[0] + (2) cpd00007[0] + (1) cpd28035[0] <=> (2) cpd00532[0] + (1) cpd22318[0]
1.4.3.19,rxn23045,(1) cpd00007[0] + (1) cpd00033[0] <=> (1) cpd00025[0] + (1) cpd14545[0]
3.5.1.-,rxn23044,(1) cpd00001[0] + (1) cpd21112[0] <=> (1) cpd00047[0] + (1) cpd21497[0]
2.5.1.3,rxn23043,(1) cpd02894[0] + (1) cpd21479[0] <=> (1) cpd00011[0] + (1) cpd00012[0] + (1) cpd00793[0]
2.5.1.3,rxn23042,(1) cpd02894[0] + (1) cpd21480[0] <=> (1) cpd00011[0] + (1) cpd00012[0] + (1) cpd00793[0]
2.5.1.3,rxn23041,(1) cpd22290[0] + (1) cpd23941[0] <=> (1) cpd23940[0] + (1) cpd26978[0]
2.5.1.3,rxn23040,(1) cpd23941[0] <=> (1) cpd23939[0]
3.4.23.52,rxn23049,(1) cpd00001[0] + (1) cpd22391[0] <=> (1) cpd22390[0] + (1) cpd27400[0]
2.3.2.2|3.4.19.13,rxn23048,(1) cpd00001[0] + (1) cpd00042[0] <=> (1) cpd00023[0] + (1) cpd01017[0]
2.3.2.2|3.4.19.13,rxn09667,(1) cpd15270[1] <=> (1) cpd15270[0]
1.1.1.71,rxn36299,(1) cpd00003[0] + (1) cpd25453[0] <=> (1) cpd00004[0] + (1) cpd01061[0]
1.1.1.71,rxn09665,(1) cpd00045[1] <=> (1) cpd00045[0]
1.1.1.71,rxn09664,(1) cpd11608[1] <=> (1) cpd11608[0]
1.1.1.71,rxn09663,(1) cpd00105[1] <=> (1) cpd00105[0]
1.1.1.71,rxn09662,(1) cpd00588[1] <=> (1) cpd00588[0]
1.1.1.71,rxn09661,(1) cpd01187[1] <=> (1) cpd01187[0]
1.1.1.71,rxn09660,(1) cpd00264[1] <=> (1) cpd00264[0]
1.1.1.71,rxn36290,(1) cpd00006[0] + (1) cpd25397[0] <=> (1) cpd00005[0] + (1) cpd19490[0]
1.1.1.71,rxn36291,(1) cpd00003[0] + (1) cpd25397[0] <=> (1) cpd00004[0] + (1) cpd19490[0]
1.1.1.71,rxn36292,(1) cpd00006[0] + (1) cpd19489[0] <=> (1) cpd00005[0] + (1) cpd25399[0]
1.1.1.71,rxn36293,(1) cpd00003[0] + (1) cpd19489[0] <=> (1) cpd00004[0] + (1) cpd25399[0]
1.1.1.71,rxn36294,(1) cpd00006[0] + (1) cpd19489[0] <=> (1) cpd00005[0] + (1) cpd19490[0]
1.1.1.71,rxn36295,(1) cpd00003[0] + (1) cpd19489[0] <=> (1) cpd00004[0] + (1) cpd19490[0]
1.1.1.71,rxn09669,(1) cpd01080[1] <=> (1) cpd01080[0]
1.1.1.71,rxn09668,(1) cpd15269[1] <=> (1) cpd15269[0]
1.3.1.9,rxn08398,(1) cpd00004[0] + (1) cpd15568[0] <=> (1) cpd00003[0] + (1) cpd11825[0]
1.3.1.10,rxn08399,(1) cpd00005[0] + (1) cpd15568[0] <=> (1) cpd00006[0] + (1) cpd11825[0]
1.3.1.9,rxn08394,(1) cpd00004[0] + (1) cpd15571[0] <=> (1) cpd00003[0] + (1) cpd15239[0]
1.3.1.10,rxn08395,(1) cpd00005[0] + (1) cpd15571[0] <=> (1) cpd00006[0] + (1) cpd15239[0]
1.3.1.9,rxn08396,(1) cpd00004[0] + (1) cpd15572[0] <=> (1) cpd00003[0] + (1) cpd15268[0]
1.3.1.10,rxn08397,(1) cpd00005[0] + (1) cpd15572[0] <=> (1) cpd00006[0] + (1) cpd15268[0]
1.3.1.9,rxn08390,(1) cpd00004[0] + (1) cpd15570[0] <=> (1) cpd00003[0] + (1) cpd15294[0]
1.3.1.10,rxn08391,(1) cpd00005[0] + (1) cpd15570[0] <=> (1) cpd00006[0] + (1) cpd15294[0]
1.3.1.9,rxn08392,(1) cpd00004[0] + (1) cpd11477[0] <=> (1) cpd00003[0] + (1) cpd15277[0]
1.3.1.10|1.3.1.39,rxn08393,(1) cpd00005[0] + (1) cpd11477[0] <=> (1) cpd00006[0] + (1) cpd15277[0]
1.3.1.10|1.3.1.39,rxn39144,(1) cpd30643[0] <=> (1) cpd30643[1]
1.3.1.10|1.3.1.39,rxn39149,(1) cpd30651[0] <=> (1) cpd30651[1]
1.1.1.71,rxn36128,(1) cpd00003[0] + (1) cpd05299[0] <=> (1) cpd00004[0] + (1) cpd24968[0]
1.1.1.71,rxn36129,(1) cpd00006[0] + (1) cpd05299[0] <=> (1) cpd00005[0] + (1) cpd25298[0]
1.1.1.71,rxn36126,(1) cpd00003[0] + (1) cpd05299[0] <=> (1) cpd00004[0] + (1) cpd24941[0]
1.1.1.71,rxn36127,(1) cpd00006[0] + (1) cpd05299[0] <=> (1) cpd00005[0] + (1) cpd24968[0]
1.1.1.71,rxn36124,(1) cpd00003[0] + (1) cpd05293[0] <=> (1) cpd00004[0] + (1) cpd25300[0]
1.1.1.71,rxn36125,(1) cpd00006[0] + (1) cpd05299[0] <=> (1) cpd00005[0] + (1) cpd24941[0]
1.1.1.71,rxn36122,(1) cpd00003[0] + (1) cpd05293[0] <=> (1) cpd00004[0] + (1) cpd24967[0]
1.1.1.71,rxn36123,(1) cpd00006[0] + (1) cpd05293[0] <=> (1) cpd00005[0] + (1) cpd25300[0]
1.1.1.71,rxn36120,(1) cpd00003[0] + (1) cpd05293[0] <=> (1) cpd00004[0] + (1) cpd24945[0]
1.1.1.71,rxn36121,(1) cpd00006[0] + (1) cpd05293[0] <=> (1) cpd00005[0] + (1) cpd24967[0]
1.1.1.71,rxn22318,(1) cpd00007[0] + (1) cpd23680[0] <=> (1) cpd00011[0] + (1) cpd00025[0] + (1) cpd23679[0]
1.1.1.71,rxn22319,(1) cpd00001[0] + (1) cpd23689[0] <=> (1) cpd04440[0]
1.1.1.71,rxn29529,(1) cpd00063[1] <=> (1) cpd00063[0]
1.14.11.-,rxn22310,(1) cpd00007[0] + (1) cpd00024[0] + (1) cpd03870[0] <=> (1) cpd00011[0] + (1) cpd00036[0] + (1) cpd23662[0]
1.1.1.-,rxn22311,(1) cpd00003[0] + (1) cpd23663[0] <=> (1) cpd00004[0] + (1) cpd23664[0]
3.5.1.14,rxn05953,(1) cpd00001[0] + (1) cpd12199[0] <=> (1) cpd00049[0] + (1) cpd11623[0]
2.3.2.-,rxn22313,(1) cpd23665[0] + (1) cpd26698[0] <=> (1) cpd00009[0] + (1) cpd23666[0] + (1) cpd27383[0]
2.3.2.-,rxn22314,(1) cpd23666[0] + (1) cpd26695[0] <=> (1) cpd23667[0] + (1) cpd27116[0]
2.1.1.-,rxn22315,(1) cpd00017[0] + (1) cpd23667[0] <=> (1) cpd00019[0] + (1) cpd23668[0]
2.5.1.-|2.5.1.48,rxn05957,(1) cpd00239[0] + (1) cpd00822[0] <=> (1) cpd00036[0] + (1) cpd00135[0]
2.5.1.-|2.5.1.48,rxn22317,(2) cpd22290[0] + (1) cpd23679[0] <=> (1) cpd17083[0] + (2) cpd26978[0]
2.5.1.-|2.5.1.48,rxn08538,(1) cpd00672[1] <=> (1) cpd00672[0]
2.5.1.-|2.5.1.48,rxn08539,(1) cpd00672[0] <=> (1) cpd00672[1]
2.5.1.-|2.5.1.48,rxn33518,(1) cpd00156[0] <=> (1) cpd00156[1]
4.4.1.14,rxn33519,(1) cpd00017[0] <=> (1) cpd00147[0] + (1) cpd00909[0]
4.4.1.14,rxn08530,(1) cpd00001[0] + (1) cpd15467[0] <=> (1) cpd00039[0] + (1) cpd00079[0]
4.4.1.14,rxn08531,(1) cpd15559[0] <=> (1) cpd15466[0]
4.4.1.14,rxn08532,(1) cpd00002[0] + (1) cpd15466[0] <=> (1) cpd00008[0] + (1) cpd15467[0]
4.4.1.14,rxn08533,(1) cpd15466[1] <=> (1) cpd15466[0]
4.4.1.14,rxn08534,(1) cpd15466[0] <=> (1) cpd15466[1]
4.4.1.14,rxn08535,(1) cpd00061[0] + (1) cpd00082[1] <=> (1) cpd00020[0] + (1) cpd00072[0]
4.4.1.14,rxn08536,(1) cpd00061[0] + (1) cpd00082[1] <=> (1) cpd00020[0] + (1) cpd00802[0]
4.4.1.14,rxn08537,(1) cpd00082[0] <=> (1) cpd00082[1]
1.1.1.96,rxn02459,(1) cpd00003[0] + (1) cpd02673[0] <=> (1) cpd00004[0] + (1) cpd00915[0]
3.1.3.56,rxn02458,(1) cpd00001[0] + (1) cpd00934[0] <=> (1) cpd00009[0] + (1) cpd00914[0]
3.1.3.56,rxn05489,(1) cpd00001[0] + (1) cpd00002[0] + (1) cpd00361[1] <=> (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd00361[0]
2.A.1.13|TC-2.A.1.13,rxn05488,(1) cpd00029[1] <=> (1) cpd00029[0]
3.1.3.57,rxn02455,(1) cpd00001[0] + (1) cpd00914[0] <=> (1) cpd00009[0] + (1) cpd02513[0]
3.1.4.16,rxn02454,(1) cpd00001[0] + (1) cpd00913[0] <=> (1) cpd02164[0]
2.7.1.159,rxn02457,(1) cpd00002[0] + (1) cpd00914[0] <=> (1) cpd00008[0] + (1) cpd02729[0]
2.7.1.134|2.7.1.159,rxn02456,(1) cpd00002[0] + (1) cpd00914[0] <=> (1) cpd00008[0] + (1) cpd00934[0]
2.4.1.67,rxn02451,(1) cpd00382[0] + (1) cpd00910[0] <=> (1) cpd00121[0] + (1) cpd01133[0]
3.1.1.5,rxn02450,(1) cpd00001[0] + (1) cpd03557[0] <=> (1) cpd00049[0] + (1) cpd00908[0]
3.1.4.37,rxn02453,(1) cpd00001[0] + (1) cpd00913[0] <=> (1) cpd02163[0]
3.5.1.26,rxn02452,(1) cpd00001[0] + (1) cpd02763[0] <=> (1) cpd00041[0] + (1) cpd00912[0]
2.1.1.79,rxn38609,(1) cpd28607[0] <=> (1) cpd28603[0]
2.1.1.79,rxn38608,(1) cpd28607[0] <=> (1) cpd28603[0]
1.3.1.10,rxn38601,(1) cpd00004[0] + (1) cpd28616[0] <=> (1) cpd00003[0] + (1) cpd28468[0]
1.3.1.10,rxn38600,(1) cpd00004[0] + (1) cpd28624[0] <=> (1) cpd00003[0] + (1) cpd28412[0]
1.1.1.100,rxn38603,(1) cpd00005[0] + (1) cpd28458[0] <=> (1) cpd00006[0] + (1) cpd28457[0]
1.1.1.100,rxn38602,(1) cpd00005[0] + (1) cpd28458[0] <=> (1) cpd00006[0] + (1) cpd28457[0]
1.3.1.10,rxn38605,(1) cpd00004[0] + (1) cpd28609[0] <=> (1) cpd00003[0] + (1) cpd28447[0]
1.1.1.100,rxn38604,(1) cpd00005[0] + (1) cpd28458[0] <=> (1) cpd00006[0] + (1) cpd28457[0]
2.3.1.41,rxn38607,(1) cpd11492[0] + (1) cpd28447[0] <=> (1) cpd00011[0] + (1) cpd27255[0] + (1) cpd28449[0]
2.3.1.41,rxn38606,(1) cpd11492[0] + (1) cpd28462[0] <=> (1) cpd00011[0] + (1) cpd27255[0] + (1) cpd28464[0]
3.5.3.21,rxn03508,(1) cpd00001[0] + (1) cpd03818[0] <=> (1) cpd00013[0] + (1) cpd03819[0]
4.1.1.76,rxn03509,(1) cpd03823[0] <=> (1) cpd00011[0] + (1) cpd03824[0]
2.1.1.128,rxn03500,(1) cpd00017[0] + (1) cpd03787[0] <=> (1) cpd00019[0] + (1) cpd03789[0]
2.7.8.23,rxn03501,(1) cpd03803[0] <=> (1) cpd00011[0] + (1) cpd03804[0]
3.2.1.140,rxn03502,(1) cpd00001[0] + (1) cpd03807[0] <=> (1) cpd03808[0] + (1) cpd03809[0]
3.5.1.79,rxn03503,(1) cpd00001[0] + (1) cpd03810[0] <=> (1) cpd01129[0] + (1) cpd03811[0]
3.5.1.25,rxn03504,(1) cpd00001[0] + (1) cpd03812[0] <=> (1) cpd00029[0] + (1) cpd03813[0]
3.5.3.21,rxn03505,(2) cpd00001[0] + (1) cpd03816[0] <=> (1) cpd00011[0] + (2) cpd00013[0] + (1) cpd03819[0]
3.5.3.21,rxn03506,(1) cpd00001[0] + (1) cpd03816[0] <=> (1) cpd00013[0] + (1) cpd03817[0]
3.5.3.21,rxn03507,(1) cpd03817[0] <=> (1) cpd00011[0] + (1) cpd03818[0]
