EC,rxn_ID,reaction
1.14.13.81,rxn38381,(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd02762[0] <=> (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd08629[0]
1.1.1.1,rxn38382,(1) cpd00003[0] + (1) cpd27282[0] <=> (1) cpd00004[0] + (1) cpd02067[0]
6.3.2.-,rxn19330,(1) cpd00010[0] + (1) cpd02543[0] <=> (1) cpd00001[0] + (1) cpd15441[0]
1.3.1.5,rxn19331,(1) cpd24565[0] + (1) cpd27638[0] <=> (1) cpd05699[0] + (1) cpd27640[0]
1.3.99.14,rxn19334,(1) cpd00329[0] + (1) cpd22290[0] <=> (1) cpd01596[0] + (1) cpd26978[0]
3.2.1.54,rxn19335,(1) cpd00001[0] + (1) cpd26768[0] <=> (1) cpd27490[0]
3.1.4.16,rxn19336,(1) cpd00001[0] + (1) cpd26762[0] <=> (1) cpd22057[0]
3.1.4.16,rxn19337,(1) cpd00001[0] + (1) cpd26762[0] <=> (1) cpd22057[0]
3.1.4.16,rxn19338,(1) cpd00001[0] + (1) cpd01570[0] <=> (1) cpd00988[0]
3.1.4.16,rxn19339,(1) cpd00001[0] + (1) cpd03702[0] <=> (1) cpd03701[0]
3.1.4.16,rxn13552,(1) cpd00001[0] + (1) cpd16938[0] <=> (1) cpd00009[0] + (1) cpd16937[0]
3.1.4.16,rxn13553,(1) cpd00001[0] + (1) cpd16985[0] <=> (1) cpd00009[0] + (1) cpd16984[0]
3.1.4.16,rxn13550,(1) cpd00001[0] + (1) cpd16944[0] <=> (1) cpd00009[0] + (1) cpd16943[0]
3.1.4.16,rxn13551,(1) cpd00001[0] + (1) cpd16991[0] <=> (1) cpd00009[0] + (1) cpd16990[0]
3.1.4.16,rxn13556,(1) cpd00523[0] + (1) cpd16989[0] <=> (1) cpd16973[0] + (1) cpd16991[0]
3.1.4.16,rxn13557,(1) cpd00523[0] + (1) cpd16936[0] <=> (1) cpd16938[0] + (1) cpd16973[0]
3.1.4.16,rxn13554,(1) cpd00523[0] + (1) cpd16900[0] <=> (1) cpd16902[0] + (1) cpd16973[0]
3.1.4.16,rxn13555,(1) cpd00523[0] + (1) cpd16942[0] <=> (1) cpd16944[0] + (1) cpd16973[0]
3.1.4.16,rxn13558,(1) cpd00523[0] + (1) cpd16983[0] <=> (1) cpd16973[0] + (1) cpd16985[0]
3.1.4.16,rxn13559,(1) cpd00794[0] + (2) cpd01080[0] + (1) cpd16998[0] <=> (3) cpd00001[0] + (1) cpd16052[0]
1.14.16.4,rxn27395,(1) cpd00007[0] + (1) cpd00065[0] + (1) cpd28214[0] <=> (1) cpd00749[0] + (1) cpd24598[0]
2.1.1.59,rxn17422,(1) cpd00017[0] + (1) cpd26774[0] <=> (1) cpd00019[0] + (1) cpd26777[0]
2.1.1.60,rxn17423,(1) cpd00017[0] + (1) cpd25351[0] <=> (1) cpd00019[0] + (1) cpd25352[0]
2.1.1.34,rxn17420,(1) cpd00017[0] + (1) cpd28575[0] <=> (1) cpd00019[0] + (1) cpd21893[0]
2.1.1.57,rxn17421,(1) cpd00017[0] + (1) cpd28511[0] <=> (1) cpd00019[0] + (1) cpd28512[0]
2.1.1.63,rxn17426,(1) cpd26886[0] + (1) cpd27814[0] <=> (1) cpd26893[0] + (1) cpd27955[0]
2.1.1.63,rxn17427,(1) cpd26886[0] + (1) cpd27814[0] <=> (1) cpd26893[0] + (1) cpd27955[0]
2.1.1.61,rxn17424,(1) cpd00017[0] + (1) cpd28567[0] <=> (1) cpd00019[0] + (1) cpd28548[0]
2.1.1.62,rxn17425,(1) cpd00017[0] + (1) cpd11981[0] <=> (1) cpd00019[0] + (1) cpd25367[0]
2.1.1.64,rxn17428,(1) cpd00017[0] + (1) cpd24737[0] <=> (1) cpd00019[0] + (1) cpd25914[0]
2.1.1.64,rxn17429,(1) cpd00017[0] + (1) cpd24737[0] <=> (1) cpd00019[0] + (1) cpd25914[0]
2.1.1.64,rxn35370,(1) cpd00001[0] + (1) cpd00152[0] <=> (1) cpd00341[0] + (1) cpd19013[0]
2.1.1.64,rxn31850,(1) cpd02498[0] <=> (1) cpd02498[1]
2.1.1.64,rxn29112,(1) cpd00263[1] <=> (1) cpd00263[0]
1.3.1.24,rxn35376,(1) cpd00005[0] + (1) cpd00389[0] <=> (1) cpd00006[0] + (1) cpd00376[0]
6.1.1.2,rxn27394,(1) cpd00002[0] + (1) cpd00065[0] + (1) cpd28239[0] <=> (1) cpd00012[0] + (1) cpd00018[0] + (1) cpd26707[0]
6.1.1.2,rxn29111,(1) cpd00571[1] <=> (1) cpd00571[0]
6.1.1.2,rxn35377,(1) cpd03148[0] <=> (1) cpd00254[0] + (1) cpd03435[0]
6.1.1.2,rxn29110,(1) cpd00652[1] <=> (1) cpd00652[0]
6.1.1.2,rxn35374,(1) cpd00001[0] + (1) cpd00007[0] + (1) cpd00118[0] <=> (1) cpd00025[0] + (1) cpd00434[0] + (1) cpd19013[0]
6.1.1.2,rxn29117,(1) cpd00215[1] <=> (1) cpd00215[0]
6.1.1.2,rxn35375,(1) cpd10516[0] + (1) cpd12768[0] <=> (1) cpd12267[0]
6.1.1.2,rxn29116,(1) cpd00419[1] <=> (1) cpd00419[0]
6.1.1.2,rxn29115,(1) cpd00064[1] + (1) cpd00118[0] <=> (1) cpd00064[0] + (1) cpd00118[1]
6.1.1.2,rxn29114,(1) cpd00001[0] + (1) cpd00002[0] + (1) cpd02416[0] <=> (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd02416[1]
3.6.1.15|3.6.1.39,rxn38188,(1) cpd00001[0] + (1) cpd00358[0] <=> (1) cpd00009[0] + (1) cpd00978[0]
3.6.1.15|3.6.1.39|3.6.1.5,rxn38189,(1) cpd00001[0] + (1) cpd00357[0] <=> (1) cpd00009[0] + (1) cpd00297[0]
3.6.1.15,rxn38186,(1) cpd00001[0] + (1) cpd00356[0] <=> (1) cpd00009[0] + (1) cpd00533[0]
3.6.1.15,rxn38187,(1) cpd00001[0] + (1) cpd00241[0] <=> (1) cpd00009[0] + (1) cpd00295[0]
3.6.1.15,rxn38184,(1) cpd00001[0] + (1) cpd27687[0] <=> (1) cpd00009[0] + (1) cpd27685[0]
3.6.1.15,rxn38185,(1) cpd00001[0] + (1) cpd00115[0] <=> (1) cpd00009[0] + (1) cpd00177[0]
1.6.6.1|1.7.1.1|1.7.1.2,rxn38182,(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd00075[0] <=> (1) cpd00004[0] + (1) cpd00209[0]
1.18.6.1,rxn38183,(16) cpd00001[0] + (16) cpd00002[0] + (1) cpd00528[0] + (8) cpd28082[0] <=> (16) cpd00008[0] + (16) cpd00009[0] + (2) cpd00013[0] + (1) cpd11640[0] + (8) cpd27757[0]
1.6.99.3,rxn38180,(1) cpd00004[0] + (1) cpd22290[0] <=> (1) cpd00003[0] + (1) cpd26978[0]
3.6.1.22|3.6.1.9,rxn38181,(1) cpd00001[0] + (1) cpd00003[0] <=> (1) cpd00018[0] + (1) cpd00355[0]
2.4.1.-,rxn37280,(1) cpd00026[0] + (1) cpd24641[0] <=> (1) cpd00014[0] + (1) cpd24642[0]
2.3.3.9|4.1.3.2,rxn33881,(1) cpd00001[0] + (1) cpd00022[0] + (1) cpd00040[0] <=> (1) cpd00010[0] + (1) cpd00130[0]
5.3.1.9,rxn38399,(1) cpd19006[0] <=> (1) cpd19035[0]
2.4.2.2|2.4.2.3,rxn01366,(1) cpd00009[0] + (1) cpd00249[0] <=> (1) cpd00092[0] + (1) cpd00475[0]
2.7.7.37,rxn37281,(1) cpd00014[0] + (1) cpd02428[0] <=> (1) cpd00009[0] + (1) cpd19365[0]
1.1.1.1,rxn38398,(1) cpd00003[0] + (1) cpd00098[0] <=> (1) cpd00004[0] + (1) cpd00447[0]
1.7.1.6,rxn14023,(2) cpd00006[0] + (1) cpd00245[0] + (1) cpd02581[0] <=> (2) cpd00005[0] + (1) cpd02360[0]
2.7.8.23,rxn14022,(1) cpd17932[0] <=> (1) cpd00011[0] + (1) cpd03804[0]
1.3.7.8,rxn14021,(2) cpd00008[0] + (2) cpd00009[0] + (1) cpd00013[0] + (1) cpd11609[0] <=> (1) cpd00001[0] + (2) cpd00002[0] + (1) cpd00165[0] + (1) cpd11610[0]
1.14.13.11,rxn14020,(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00422[0] <=> (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd00192[0]
3.1.2.22,rxn14027,(1) cpd00001[0] + (1) cpd17393[0] <=> (1) cpd00214[0] + (1) cpd12172[0]
2.8.2.14|2.8.2.2,rxn14026,(1) cpd00044[0] + (1) cpd00160[0] <=> (1) cpd00045[0] + (1) cpd18026[0]
2.8.2.-,rxn14025,(1) cpd00044[0] + (1) cpd17430[0] <=> (1) cpd00045[0] + (1) cpd05337[0]
1.14.19.1,rxn14024,(1) cpd00007[0] + (1) cpd00327[0] + (2) cpd11797[0] <=> (2) cpd00001[0] + (1) cpd00399[0] + (2) cpd11795[0]
2.1.1.-|2.1.1.222,rxn14029,(1) cpd00017[0] + (1) cpd17676[0] <=> (1) cpd00019[0] + (1) cpd17677[0]
1.7.1.4,rxn14028,(1) cpd00001[0] + (3) cpd00003[0] + (1) cpd00985[0] <=> (3) cpd00004[0] + (1) cpd00075[0]
1.8.1.4,rxn38458,(1) cpd00003[0] + (1) cpd26863[0] <=> (1) cpd00004[0] + (1) cpd27820[0]
1.3.5.1,rxn37567,(1) cpd00036[0] + (1) cpd01351[0] <=> (1) cpd00106[0] + (1) cpd25914[0]
1.3.5.1|1.3.99.1,rxn37566,(1) cpd00036[0] + (1) cpd15560[0] <=> (1) cpd00106[0] + (1) cpd15561[0]
1.1.1.14,rxn37282,(1) cpd00003[0] + (1) cpd00588[0] <=> (1) cpd00004[0] + (1) cpd30321[0]
2.4.1.173,rxn37561,(1) cpd00026[0] + (1) cpd07708[0] <=> (1) cpd00014[0] + (1) cpd23725[0]
1.1.5.8,rxn37560,(1) cpd00383[0] + (1) cpd08232[0] <=> (1) cpd01716[0] + (1) cpd25915[0]
1.3.5.1,rxn37563,(1) cpd00036[0] + (1) cpd08232[0] <=> (1) cpd00106[0] + (1) cpd25915[0]
1.3.5.1,rxn37562,(1) cpd00036[0] + (1) cpd01351[0] <=> (1) cpd00106[0] + (1) cpd25914[0]
1.1.5.8|1.1.99.25,rxn01364,(1) cpd00097[0] + (1) cpd00248[0] <=> (1) cpd00699[0] + (1) cpd00986[0]
1.1.1.294,rxn37283,(1) cpd00006[0] + (1) cpd19421[0] <=> (1) cpd00005[0] + (1) cpd03149[0]
2.4.1.22,rxn15048,(1) cpd00043[0] + (1) cpd19001[0] <=> (1) cpd00014[0] + (1) cpd01354[0]
3.2.2.10,rxn15049,(1) cpd00001[0] + (1) cpd00046[0] <=> (1) cpd00307[0] + (1) cpd19028[0]
6.5.1.1,rxn15042,(1) cpd00002[0] + (1) cpd11703[0] <=> (1) cpd00012[0] + (1) cpd00018[0] + (1) cpd11461[0]
6.5.1.2,rxn15043,(1) cpd00003[0] + (1) cpd11703[0] <=> (1) cpd00018[0] + (1) cpd00355[0] + (1) cpd11461[0]
4.2.1.81,rxn15040,(1) cpd19018[0] <=> (1) cpd00001[0] + (1) cpd00032[0]
2.7.7.31|2.7.7.49|2.7.7.7,rxn15041,(1) cpd00514[0] <=> (1) cpd00012[0] + (1) cpd11461[0]
4.1.3.1,rxn15046,(1) cpd02812[0] <=> (1) cpd00036[0] + (1) cpd00040[0]
2.4.1.22,rxn15047,(1) cpd00043[0] + (1) cpd00190[0] <=> (1) cpd00014[0] + (1) cpd01354[0]
4.1.1.3|4.1.2.14|4.1.3.16,rxn15044,(1) cpd19041[0] <=> (1) cpd00020[0] + (1) cpd00040[0]
4.1.3.1,rxn15045,(1) cpd00353[0] <=> (1) cpd00036[0] + (1) cpd00040[0]
4.1.3.1,rxn11969,(1) cpd11632[0] + (1) cpd11750[0] <=> (1) cpd03510[0]
2.6.1.21,rxn11968,(1) cpd00549[0] + (1) cpd11625[0] <=> (1) cpd02074[0] + (1) cpd11673[0]
6.1.1.1,rxn27399,(1) cpd00002[0] + (1) cpd00069[0] + (1) cpd28243[0] <=> (1) cpd00012[0] + (1) cpd00018[0] + (1) cpd26708[0]
2.7.1.69,rxn11965,(1) cpd00794[0] + (1) cpd12508[0] <=> (1) cpd00523[0] + (1) cpd11712[0]
1.2.3.7,rxn11964,(1) cpd00001[0] + (1) cpd00007[0] + (1) cpd00486[0] <=> (1) cpd00025[0] + (1) cpd00703[0]
1.8.4.2,rxn11967,(2) cpd00042[0] + (1) cpd11738[0] <=> (1) cpd00111[0] + (1) cpd16492[0]
1.1.1.188,rxn11966,(1) cpd00006[0] + (1) cpd03548[0] <=> (1) cpd00005[0] + (1) cpd00527[0]
3.1.4.42,rxn11961,(1) cpd00001[0] + (1) cpd02451[0] <=> (1) cpd16494[0]
2.3.1.61,rxn11960,(1) cpd00413[0] + (1) cpd00449[0] <=> (1) cpd00010[0] + (1) cpd16497[0]
2.3.1.61,rxn11963,(1) cpd00001[0] + (1) cpd01042[0] + (4) cpd11935[0] <=> (1) cpd00484[0] + (4) cpd11620[0]
1.11.1.21|1.11.1.6,rxn11962,(4) cpd00007[0] + (2) cpd00483[0] <=> (2) cpd00025[0] + (2) cpd00532[0] + (1) cpd03351[0]
2.3.1.108,rxn27398,(1) cpd00022[0] + (1) cpd28282[0] <=> (1) cpd00010[0] + (1) cpd28283[0]
6.3.2.3,rxn27892,(1) cpd00002[0] + (1) cpd00033[0] + (1) cpd00506[0] <=> (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd00042[0]
1.3.99.12,rxn27498,(1) cpd00015[0] + (1) cpd00760[0] <=> (1) cpd00982[0] + (1) cpd29594[0]
1.3.99.12,rxn27499,(1) cpd00760[0] + (1) cpd22290[0] <=> (1) cpd26978[0] + (1) cpd29594[0]
1.8.4.8,rxn27490,(1) cpd00081[0] + (1) cpd27735[0] + (1) cpd29436[0] <=> (1) cpd00044[0] + (1) cpd28060[0]
1.8.4.9,rxn27491,(1) cpd00018[0] + (1) cpd00081[0] + (1) cpd00111[0] <=> (2) cpd00042[0] + (1) cpd00193[0]
1.97.1.4,rxn27492,(1) cpd00017[0] + (1) cpd28083[0] + (1) cpd29537[0] <=> (1) cpd00060[0] + (1) cpd03091[0] + (1) cpd27758[0] + (1) cpd29536[0]
1.3.1.42,rxn27493,(1) cpd00006[0] + (1) cpd02905[0] <=> (1) cpd00005[0] + (1) cpd00903[0]
2.2.1.1,rxn27495,(1) cpd00102[0] + (1) cpd00238[0] <=> (1) cpd00101[0] + (1) cpd00198[0]
1.4.1.12,rxn27496,(1) cpd00001[0] + (1) cpd02448[0] + (1) cpd29415[0] <=> (1) cpd00013[0] + (1) cpd24394[0] + (1) cpd29416[0]
2.3.3.13|4.1.3.12,rxn27497,(1) cpd00001[0] + (1) cpd00022[0] + (1) cpd00123[0] <=> (1) cpd00010[0] + (1) cpd01646[0]
2.3.3.13|4.1.3.12,rxn23937,(2) cpd00005[0] + (1) cpd00007[0] + (1) cpd27058[0] <=> (1) cpd00001[0] + (2) cpd00006[0] + (1) cpd27708[0]
2.3.3.13|4.1.3.12,rxn23936,(1) cpd00007[0] + (1) cpd27426[0] <=> (1) cpd00025[0] + (1) cpd27060[0]
1.3.99.29,rxn16539,(1) cpd03211[0] + (2) cpd11609[0] <=> (1) cpd03215[0] + (2) cpd11610[0]
1.3.99.28|1.3.99.29|1.3.99.30|1.3.99.31,rxn16538,(1) cpd03211[0] + (1) cpd11609[0] <=> (1) cpd03206[0] + (1) cpd11610[0]
1.3.99.28|1.3.99.29|1.3.99.30|1.3.99.31,rxn23933,(1) cpd22334[0] <=> (1) cpd27426[0]
1.3.99.28|1.3.99.29|1.3.99.30|1.3.99.31,rxn23932,(1) cpd00007[0] + (1) cpd06735[0] <=> (1) cpd00001[0] + (1) cpd01984[0]
1.3.99.28|1.3.99.29|1.3.99.30|1.3.99.31,rxn23931,(1) cpd00001[0] + (1) cpd07424[0] <=> (1) cpd00190[0] + (1) cpd07388[0]
1.3.99.28|1.3.99.29|1.3.99.30|1.3.99.31,rxn23930,(1) cpd00001[0] + (1) cpd24477[0] <=> (1) cpd00308[0] + (1) cpd07424[0]
4.2.3.51,rxn16533,(1) cpd01681[0] <=> (1) cpd00012[0] + (1) cpd08246[0]
4.2.3.51,rxn16532,(1) cpd01681[0] <=> (1) cpd00012[0] + (1) cpd06767[0]
4.2.3.51,rxn16531,(1) cpd01681[0] <=> (1) cpd00012[0] + (1) cpd21061[0]
4.2.3.45,rxn16530,(1) cpd00001[0] + (1) cpd19111[0] <=> (1) cpd00012[0] + (1) cpd21060[0]
1.3.99.28,rxn16537,(1) cpd03211[0] + (3) cpd11609[0] <=> (1) cpd03216[0] + (3) cpd11610[0]
1.3.8.2,rxn16536,(4) cpd00015[0] + (1) cpd14865[0] <=> (4) cpd00982[0] + (1) cpd21041[0]
5.4.99.32,rxn16535,(1) cpd00776[0] <=> (1) cpd21063[0]
5.4.99.33,rxn16534,(1) cpd00776[0] <=> (1) cpd21062[0]
5.4.99.33,rxn22048,(1) cpd00007[0] + (1) cpd03849[0] + (1) cpd26978[0] <=> (2) cpd00001[0] + (1) cpd22290[0] + (1) cpd23514[0]
5.4.99.33,rxn22049,(1) cpd00007[0] + (1) cpd15016[0] + (1) cpd26978[0] <=> (2) cpd00001[0] + (1) cpd22290[0] + (1) cpd23515[0]
2.3.1.119,rxn22044,(2) cpd00005[0] + (1) cpd00070[0] + (1) cpd14883[0] <=> (1) cpd00001[0] + (2) cpd00006[0] + (1) cpd00010[0] + (1) cpd00011[0] + (1) cpd23510[0]
2.3.1.119,rxn22045,(1) cpd00007[0] + (1) cpd14900[0] + (1) cpd26978[0] <=> (2) cpd00001[0] + (1) cpd22290[0] + (1) cpd23511[0]
2.3.1.119,rxn22046,(1) cpd00007[0] + (1) cpd23510[0] + (1) cpd26978[0] <=> (2) cpd00001[0] + (1) cpd22290[0] + (1) cpd23512[0]
1.14.19.-,rxn22047,(1) cpd00007[0] + (1) cpd01122[0] + (1) cpd26978[0] <=> (2) cpd00001[0] + (1) cpd03849[0] + (1) cpd22290[0]
1.11.-.-,rxn22040,(1) cpd01122[0] + (1) cpd26161[0] <=> (1) cpd05280[0] + (1) cpd23508[0]
1.14.13.-,rxn22041,(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd25067[0] <=> (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd23509[0]
6.2.1.-,rxn22042,(1) cpd00002[0] + (1) cpd00010[0] + (1) cpd09878[0] <=> (1) cpd00012[0] + (1) cpd00018[0] + (1) cpd20933[0]
2.3.1.119,rxn22043,(2) cpd00005[0] + (1) cpd00070[0] + (1) cpd01398[0] <=> (1) cpd00001[0] + (2) cpd00006[0] + (1) cpd00010[0] + (1) cpd00011[0] + (1) cpd14900[0]
1.4.99.-,rxn21898,(1) cpd00001[0] + (1) cpd03161[0] + (1) cpd22290[0] <=> (1) cpd00013[0] + (1) cpd00464[0] + (1) cpd26978[0]
1.4.99.-,rxn21899,(1) cpd00001[0] + (1) cpd03161[0] + (1) cpd22290[0] <=> (1) cpd00013[0] + (1) cpd00464[0] + (1) cpd26978[0]
1.4.99.-,rxn21897,(1) cpd19616[0] <=> (1) cpd00013[0] + (1) cpd00077[0]
1.14.12.-,rxn21894,(1) cpd00004[0] + (1) cpd00007[0] + (1) cpd00245[0] <=> (1) cpd00003[0] + (1) cpd19616[0]
1.1.1.-,rxn21895,(1) cpd27436[0] + (1) cpd27638[0] <=> (1) cpd19035[0] + (1) cpd27640[0]
1.1.1.-,rxn21892,(1) cpd00012[0] + (1) cpd28293[0] <=> (1) cpd00062[0] + (1) cpd27166[0]
1.1.1.-,rxn21893,(1) cpd00004[0] + (1) cpd00007[0] + (1) cpd07901[0] <=> (1) cpd00003[0] + (1) cpd00077[0] + (1) cpd00245[0]
1.14.11.13,rxn21890,(1) cpd00007[0] + (1) cpd00024[0] + (1) cpd03657[0] <=> (1) cpd00011[0] + (1) cpd00036[0] + (1) cpd02249[0]
2.7.1.1|2.7.1.4,rxn21891,(1) cpd00002[0] + (1) cpd27040[0] <=> (1) cpd00008[0] + (1) cpd19035[0]
2.7.1.1|2.7.1.4,rxn12094,(1) cpd16514[0] <=> (1) cpd16515[0]
2.1.1.-,rxn12095,(1) cpd00017[0] + (1) cpd16515[0] <=> (1) cpd00019[0] + (1) cpd16516[0]
2.1.1.-,rxn12096,(1) cpd16516[0] <=> (1) cpd16517[0]
2.1.1.-,rxn12097,(1) cpd16517[0] <=> (1) cpd08113[0]
2.1.1.-,rxn12090,(1) cpd02357[0] <=> (1) cpd03955[0]
2.1.1.-,rxn12091,(1) cpd02357[0] <=> (1) cpd16498[0]
2.1.1.-,rxn12092,(1) cpd00017[0] + (1) cpd16511[0] <=> (1) cpd00019[0] + (1) cpd16512[0]
2.1.1.-,rxn12093,(1) cpd02357[0] + (1) cpd16513[0] <=> (1) cpd16514[0]
2.1.1.-,rxn27726,(1) cpd28692[0] + (1) cpd29488[0] <=> (1) cpd28693[0] + (1) cpd29487[0]
3.6.3.14,rxn27727,(1) cpd00001[0] + (1) cpd00002[0] <=> (1) cpd00008[0] + (1) cpd00009[0]
2.7.2.4,rxn27724,(1) cpd00002[0] + (1) cpd00041[0] <=> (1) cpd00008[0] + (1) cpd01977[0]
2.1.3.2,rxn27725,(1) cpd00041[0] + (1) cpd00146[0] <=> (1) cpd00009[0] + (1) cpd00343[0]
2.1.3.2,rxn12098,(1) cpd08113[0] <=> (1) cpd16518[0]
2.1.3.2,rxn12099,(1) cpd16518[0] <=> (1) cpd04757[0]
2.6.1.1,rxn27720,(1) cpd00024[0] + (1) cpd00041[0] <=> (1) cpd00023[0] + (1) cpd00032[0]
6.1.1.22,rxn27721,(1) cpd00002[0] + (1) cpd00132[0] + (1) cpd22284[0] <=> (1) cpd00012[0] + (1) cpd00018[0] + (1) cpd26690[0]
6.1.1.22,rxn15305,(1) cpd00304[0] <=> (1) cpd03513[0] + (1) cpd11632[0]
6.1.1.22,rxn15304,(1) cpd01808[0] <=> (1) cpd00776[0]
3.2.2.1,rxn15307,(1) cpd00001[0] + (1) cpd01217[0] <=> (1) cpd00309[0] + (1) cpd16443[0]
3.4.24.55,rxn18148,(1) cpd00001[0] + (1) cpd27149[0] <=> (1) cpd27839[0]
3.4.24.56,rxn18149,(1) cpd27803[0] <=> (1) cpd27839[0]
3.2.2.-|3.2.2.8,rxn15306,(1) cpd00001[0] + (1) cpd00367[0] <=> (1) cpd00307[0] + (1) cpd16443[0]
3.4.23.43,rxn18140,(1) cpd28643[0] <=> (1) cpd26741[0] + (1) cpd27839[0]
2.4.1.173,rxn15301,(1) cpd00026[0] + (1) cpd01808[0] <=> (1) cpd00014[0] + (1) cpd02285[0]
3.4.23.48,rxn18142,(1) cpd27161[0] <=> (1) cpd27839[0] + (1) cpd27883[0]
3.4.24.13,rxn18143,(1) cpd28499[0] <=> (1) cpd28490[0]
3.4.24.14,rxn18144,(1) cpd27920[0] <=> (1) cpd27839[0] + (1) cpd28475[0]
3.4.24.19,rxn18145,(1) cpd00001[0] + (1) cpd27920[0] <=> (1) cpd22478[0] + (1) cpd27839[0]
3.4.24.3,rxn18146,(1) cpd26748[0] <=> (1) cpd27839[0]
3.2.1.2,rxn15300,(1) cpd00001[0] + (1) cpd11657[0] <=> (1) cpd01355[0] + (1) cpd11976[0]
1.14.-.-,rxn21766,(1) cpd00007[0] + (1) cpd08661[0] + (1) cpd27640[0] <=> (1) cpd00001[0] + (1) cpd23369[0] + (1) cpd27638[0]
3.1.2|3.1.2.-,rxn12329,(1) cpd00001[0] + (1) cpd16638[0] <=> (1) cpd00010[0] + (1) cpd00536[0]
1.14.-.-,rxn21760,(1) cpd00007[0] + (1) cpd08655[0] + (1) cpd27640[0] <=> (1) cpd00001[0] + (1) cpd23368[0] + (1) cpd27638[0]
3.1.1.13,rxn15303,(1) cpd00001[0] + (1) cpd11979[0] <=> (1) cpd01808[0] + (1) cpd19000[0]
1.14.-.-,rxn21763,(1) cpd00007[0] + (1) cpd08655[0] + (1) cpd27640[0] <=> (1) cpd00001[0] + (1) cpd23368[0] + (1) cpd27638[0]
1.14.-.-,rxn12322,(1) cpd00004[0] + (1) cpd14940[0] <=> (1) cpd00003[0] + (1) cpd16629[0]
1.14.-.-,rxn12323,(1) cpd00001[0] + (1) cpd16629[0] <=> (1) cpd01080[0] + (1) cpd11493[0]
1.14.-.-,rxn12320,(1) cpd00001[0] + (1) cpd16625[0] <=> (1) cpd11493[0] + (1) cpd16618[0]
1.14.-.-,rxn12321,(1) cpd00001[0] + (1) cpd16627[0] <=> (1) cpd00010[0] + (1) cpd16618[0]
1.14.-.-,rxn12326,(1) cpd00005[0] + (1) cpd16634[0] <=> (1) cpd00006[0] + (1) cpd16632[0]
1.14.-.-,rxn21769,(1) cpd00007[0] + (1) cpd08661[0] + (1) cpd27640[0] <=> (1) cpd00001[0] + (1) cpd23369[0] + (1) cpd27638[0]
1.14.-.-,rxn12324,(1) cpd00004[0] + (1) cpd16630[0] <=> (1) cpd00003[0] + (1) cpd16636[0]
1.14.-.-,rxn12325,(1) cpd16632[0] <=> (1) cpd00001[0] + (1) cpd16630[0]
1.1.5.8,rxn37558,(1) cpd00383[0] + (1) cpd15560[0] <=> (1) cpd01716[0] + (1) cpd15561[0]
2.7.6.3,rxn33972,(1) cpd00002[0] + (1) cpd00954[0] <=> (1) cpd00018[0] + (1) cpd29984[0]
6.3.5.8,rxn33973,(1) cpd00216[0] + (1) cpd00253[0] <=> (1) cpd00023[0] + (1) cpd08210[0]
3.6.1.-,rxn33970,(2) cpd00001[0] + (1) cpd03521[0] <=> (1) cpd00009[0] + (1) cpd00012[0] + (1) cpd29983[0]
4.1.2.25,rxn33971,(1) cpd29983[0] <=> (1) cpd00954[0] + (1) cpd01458[0]
2.1.2.1,rxn33976,(1) cpd00087[0] + (1) cpd30008[0] <=> (1) cpd00033[0] + (1) cpd00125[0]
2.1.2.1,rxn33977,(1) cpd00054[0] + (1) cpd00087[0] <=> (1) cpd00001[0] + (1) cpd00033[0] + (1) cpd00125[0]
2.5.1.15,rxn33974,(1) cpd00443[0] + (1) cpd29984[0] <=> (1) cpd00012[0] + (1) cpd00683[0]
2.7.1.28,rxn33975,(1) cpd00002[0] + (1) cpd01458[0] <=> (1) cpd00008[0] + (1) cpd00102[0]
3.3.1.1,rxn33978,(1) cpd00001[0] + (1) cpd00019[0] <=> (1) cpd00182[0] + (1) cpd19034[0]
2.1.1.13,rxn33979,(1) cpd00345[0] + (1) cpd19034[0] <=> (1) cpd00060[0] + (1) cpd00087[0]
2.1.1.13,rxn30403,(1) cpd00005[0] + (1) cpd19045[0] <=> (1) cpd00006[0] + (1) cpd19046[0]
1.1.1.86,rxn30402,(1) cpd00005[0] + (1) cpd19047[0] <=> (1) cpd00006[0] + (1) cpd19030[0]
6.1.1.5,rxn30401,(1) cpd00002[0] + (1) cpd00322[0] + (1) cpd11915[0] <=> (1) cpd00012[0] + (1) cpd00018[0] + (1) cpd12256[0]
1.1.1.42,rxn30400,(1) cpd00006[0] + (1) cpd00260[0] <=> (1) cpd00005[0] + (1) cpd00011[0] + (1) cpd00024[0]
2.3.3.5|4.1.3.31,rxn30407,(1) cpd00001[0] + (1) cpd00032[0] + (1) cpd00086[0] <=> (1) cpd00010[0] + (1) cpd01501[0]
4.1.3.30,rxn30406,(1) cpd02799[0] <=> (1) cpd00020[0] + (1) cpd00036[0]
