cpd00001,-47963.78895
cpd00002,-1672514.633
cpd00003,-1841698.883
cpd00004,-1842167.174
cpd00005,-2197878.518
cpd00006,-2197428.897
cpd00010,-2402850.713
cpd00013,-35760.8897
cpd00014,-1283593.808
cpd00015,-2102747.507
cpd00018,-960206.0192
cpd00019,-1034170.534
cpd00022,-2498586.058
cpd00031,-1363730.318
cpd00036,-286155.5751
cpd00037,-1750031.334
cpd00038,-1719721.442
cpd00040,-189904.6677
cpd00042,-881348.9759
cpd00046,-914806.5997
cpd00047,-118800.4401
cpd00048,-438909.3345
cpd00055,-71841.61552
cpd00062,-1639592.101
cpd00065,-430555.0795
cpd00066,-348016.0526
cpd00068,-1685005.483
cpd00070,-2616632.042
cpd00073,-141340.749
cpd00078,-2641296.706
cpd00080,-572034.3362
cpd00083,-1746883.868
cpd00108,-431112.203
cpd00111,-1761924.507
cpd00115,-1625309.778
cpd00119,-344270.1061
cpd00121,-431120.8811
cpd00122,-514413.4112
cpd00126,-1007429.373
cpd00135,-477647.5202
cpd00139,-190656.9425
cpd00141,-168098.26
cpd00142,-239210.9803
cpd00144,-1712944.648
cpd00151,-284915.067
cpd00156,-252395.08
cpd00157,-215559.2038
cpd00158,-814272.5943
cpd00159,-215307.3419
cpd00161,-274954.9054
cpd00162,-132249.8679
cpd00225,-216767.8561
cpd00169,-618247.4722
cpd00170,-430379.8943
cpd00176,-430118.3748
cpd00177,-1269312.843
cpd00178,-121158.1877
cpd00184,-549010.1732
cpd00185,-359265.788
cpd00188,-584062.6178
cpd00193,-1351719.067
cpd00196,-499456.54
cpd00200,-288497.9737
cpd00201,-1057085.74
cpd00203,-974244.9015
cpd00206,-867609.3677
cpd00212,-431119.2029
cpd00214,-488501.4534
cpd00216,-525429.1325
cpd00221,-215307.3166
cpd00222,-478062.0021
cpd00223,-262508.7229
cpd00224,-359266.4038
cpd00227,-274950.9056
cpd00229,-143702.8503
cpd00232,-728969.4882
cpd00234,-430370.8831
cpd00242,-166022.9492
cpd00246,-616963.8914
cpd00247,-378324.8879
cpd00248,-454766.3023
cpd00249,-571566.9909
cpd00250,-296459.9239
cpd00260,-476062.1108
cpd00263,-371296.8446
cpd00266,-348867.5454
cpd00278,-442008.0273
cpd00279,-2594344.293
cpd00282,-379068.5243
cpd00284,-833796.2658
cpd00288,-774644.2336
cpd00294,-913011.1933
cpd00295,-1316526.307
cpd00296,-960218.6601
cpd00297,-1261028.935
cpd00298,-904744.5779
cpd00304,-535640.6486
cpd00306,-360004.4515
cpd00309,-352887.9056
cpd00311,-651702.1775
cpd00314,-431853.9908
cpd00323,-276300.7845
cpd00329,-194356.3327
cpd00330,-985228.0835
cpd00331,-428100.2611
cpd00333,-167339.331
cpd00334,-168353.363
cpd00337,-261010.9245
cpd00344,-404436.5712
cpd00346,-274205.4327
cpd00351,-622092.9214
cpd00355,-928899.4638
cpd00357,-1617056.479
cpd00359,-228200.2966
cpd00362,-532884.5999
cpd00363,-97246.53889
cpd00365,-536386.4982
cpd00366,-360003.9161
cpd00367,-559078.9763
cpd00373,-503149.6228
cpd00382,-1197410.635
cpd00383,-406808.5624
cpd00387,-1699648.345
cpd00388,-424624.9824
cpd00393,-984488.4267
cpd00408,-336449.4987
cpd00420,-558996.7942
cpd00428,-167603.2861
cpd00432,-380569.095
cpd00435,-217510.6096
cpd00446,-912529.8081
cpd00453,-169100.0255
cpd00458,-385103.0402
cpd00465,-331237.5917
cpd00485,-786836.3166
cpd00492,-514404.0313
cpd00499,-1142578.324
cpd00533,-1223906.682
cpd00541,-790381.8527
cpd00550,-250304.4073
cpd00562,-245126.9529
cpd00581,-167339.3382
cpd00588,-431855.113
cpd00592,-2473940.94
cpd19008,-193008.3271
cpd00622,-532644.8885
cpd00636,-195098.1947
cpd00644,-491589.7994
cpd00655,-2047119.3
cpd00658,-525434.168
cpd00699,-454031.754
cpd00702,-533620.6788
cpd00712,-335707.1028
cpd00718,-379820.8518
cpd00722,-346074.082
cpd00726,-144700.0294
cpd00728,-239949.5806
cpd00745,-215303.6657
cpd00751,-383906.6768
cpd00794,-814265.9309
cpd00795,-358009.0023
cpd00797,-239956.2992
cpd00804,-787582.1076
cpd00806,-739640.1758
cpd00810,-1045351.096
cpd00812,-692186.8636
cpd00831,-739638.5771
cpd00841,-1048480.811
cpd00843,-261761.2113
cpd00865,-886580.6031
cpd00873,-941092.0865
cpd00876,-239949.6567
cpd00911,-786109.6947
cpd00982,-2103775.772
cpd01011,-145794.0801
cpd01055,-431119.093
cpd01066,-431861.2638
cpd01088,-244380.5653
cpd01101,-153540.1468
cpd01106,-277040.5665
cpd01116,-142189.0924
cpd01133,-1580561.263
cpd01138,-334361.2452
cpd01171,-431855.7253
cpd01186,-383913.5118
cpd01194,-310046.7954
cpd01217,-664185.3156
cpd01269,-121898.1352
cpd01307,-360004.1718
cpd01367,-301944.0903
cpd01383,-287410.7616
cpd01394,-442760.7026
cpd01395,-287410.3873
cpd01399,-1580564.57
cpd01430,-535650.376
cpd01432,-274953.297
cpd01502,-310046.6208
cpd01512,-297856.5226
cpd01536,-1746874.562
cpd01550,-652195.0149
cpd01598,-474801.2488
cpd01675,-2641281.95
cpd01677,-237673.4964
cpd01682,-444630.68
cpd01691,-977191.7448
cpd01696,-489698.8477
cpd01700,-358012.6225
cpd01715,-348128.8096
cpd01716,-406072.7271
cpd01720,-308687.178
cpd01725,-406066.7265
