id,smiles
cpd05892,Cc1cc(=O)c2c(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c([O-])cc2o1
cpd05893,CCCC(=O)c1c(O)c(Cc2c(O)c(C(C)=O)c(O)c(C)c2OC)c([O-])c2c1OC(C)(C)C=C2
cpd05894,CCCCCc1cc(O)c2c(c1)OC(C)(CCC=C(C)C)C=C2
cpd05895,COc1c([O-])cc2oc(Oc3ccc(O)cc3)cc(=O)c2c1O
cpd05896,COc1c2c(cc3oc(CO)cc(=O)c13)O[C@H](C(C)(C)O)C2
cpd05897,O=c1ccoc2cc([O-])cc(O)c12
cpd05898,CC(C)=CCc1c2c(c(O)c3c(=O)cc(C)oc13)C=CC(C)(C)O2
cpd05899,CC(C)=CCc1cc(C(=O)[O-])cc2c1OC(C)(C)C=C2
cpd05900,CCC(=O)C1=C([O-])C(C)(C)C([O-])=C(Cc2c(O)c3c(c(C(=O)CC)c2O)OC(C)(C)C=C3)C1=O
cpd05901,COc1cc2c(cc1C(C)=O)C=CC(C)(C)O2
cpd05902,CC(=O)c1cc2c(cc1O)OC(C)(C)C=C2
cpd05903,O=c1cc(CCc2ccccc2)oc2ccccc12
cpd05904,O=c1oc2ccccc2c2oc3ccccc3c(=O)c12
cpd05905,COc1c(C)c(O)c(C(C)=O)c(O)c1Cc1c([O-])c2c(c(C(=O)C(C)C)c1O)OC(C)(C)C=C2
cpd05906,COc1c2occc2c(OC)c2c(=O)cc(C)oc12
cpd05907,COc1c2ccoc2cc2oc(CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(=O)c12
cpd05908,CCc1coc2cc([O-])cc(O)c2c1=O
cpd05909,COc1c(C)c(O)c(C(C)=O)c(O)c1Cc1c([O-])c2c(c(C(C)=O)c1O)OC(C)(C)C=C2
cpd05910,COc1cc2c(c3oc(C)cc(=O)c13)C=CC(C)(C)O2
cpd05911,COc1c(C(C)=O)cc2c(c1OC)OC(C)(C)C=C2
cpd05912,COc1c2c(cc3oc(C)cc(=O)c13)O[C@H](C(C)(C)O)C2
cpd05913,COc1ccc2c(c1)OC(C)(C)C=C2
cpd05914,COc1cc2c(cc1OC)OC(C)(C)C=C2
cpd05915,CC(=O)N1c2ccccc2[C@@]23CC[NH+]4CCC[C@]5(CCO[C@@]452)CC[C@@H]13
cpd05916,COC(=O)C1=CO[C@H](O)[C@H]2[C@@H]1Cc1nc(C(=O)[O-])cc3c4cc(O)ccc4n(c13)[C@@H]2C
cpd05917,C/C=C1/C[NH+](C)[C@@H]2Cc3c([nH]c4ccccc34)C(=O)C[C@H]1C2CO
cpd05918,C/C=C1/CN2[C@H]3C[C@@H]1C(CO)[C@@H]2Cc1c3n(C)c2ccccc12
cpd05919,CC1=C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2[NH+](C)C1
cpd05920,COC(=O)C1=CO[C@@H](C)[C@H]2C[NH+]3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12
cpd05921,C/C=C1/C[NH+]2CC[C@]34C(=C(C(=O)OC)[C@H]1C[C@H]23)Nc1ccccc14
cpd05922,C/C=C1/CN2[C@H]3C[C@@H]1C(CO)(C(=O)OC)[C@@H]2Cc1c3[nH]c2ccccc12
cpd05923,C/C=C1/C[NH+]2CC[C@@]34c5cc(O)ccc5N(C)[C@]35OCC4(C(=O)OC)[C@@H]1C[C@H]25
cpd05924,COC(=O)C1=CO[C@@H](C)[C@@H]2C[n+]3ccc4c([nH]c5ccccc54)c3C[C@H]12
cpd05925,CC1(C)C=Cc2c(cc(O)c3c(=O)cc(CO)oc23)O1
cpd05926,Cc1cc(=O)c2c(O)c3c(cc2o1)OCC(O)(CO)C=C3
cpd05927,CC(C)=CCc1c2c(cc3c(=O)cc(CO)oc13)C=CC(C)(C)O2
cpd05928,C=Cc1cncc2c(=O)n3c(cc12)-c1[nH]c2ccccc2c1CC3
cpd05929,C=C[C@@H](CO)[C@H]1CC[NH+]2CCc3c([nH]c4ccccc34)[C@@H]2C1
cpd05930,COC(=O)C1=C2Nc3ccccc3[C@@]23CC[NH+]2CC[C@@H]4OC(=O)C[C@]4(C1)[C@H]23
cpd05931,CC[C@@]12C=C(C(=O)OC)n3c4c(c5ccccc53)CC[NH+](CCC1)[C@H]42
cpd05932,C=C1c2[nH]c3ccccc3c2C[N@@H+]2CC[C@H]1/C(=C\C)C2
cpd05933,COC(=O)C1=CO[C@@H](C)[C@@H]2C[NH+]3CCc4c([nH]c5ccc(OC)cc45)[C@@H]3C[C@H]12
cpd05934,CCC(=O)N1c2c(cc(OC)c(OC)c2O)[C@@]23CC[NH+]4CCC[C@]5(CCO[C@@]452)CC[C@@H]13
cpd05935,C/C=C1\C[NH2+][C@H]2C[C@@H]1C(CO)(C(=O)OC)[C@@]13CCO[C@@]21Nc1ccccc13
cpd05936,COC(=O)[C@@H]1C[C@@]23CCC[NH+]4CC[C@@]5(c6ccccc6N(C=O)[C@]15CC2)[C@@H]43
cpd05937,C/C=C1\[C@@H]2CC[NH+]3CC[C@]4(c5cccc(OC)c5N(C(C)=O)[C@@H]4C2)[C@@H]13
cpd05938,CC[C@@]12CCC[NH+]3CC[C@]4(c5cccc(OC)c5N(C(C)=O)[C@@H]4CC1)[C@H]32
cpd05939,CC1=C[C@H]2[C@@H]([C@@H](c3[nH]c4ccccc4c3CC[NH+](C)C)[C@]34CC[NH+](C)[C@]23Nc2ccccc24)C(C)(C)C1
cpd05940,COc1cc(O)c2c([O-])c3c(=O)cc(C)oc3cc2c1C
cpd05941,COC(=O)C1=C2Nc3ccccc3[C@@]23CCN2CC(=O)C[C@@]([C@H](C)O)(C1)[C@H]23
cpd05942,COC(=O)C1=CO[C@@H](C)[C@@H]2C[n+]3ccc4c([nH]c5cc(OC)c(OC)cc54)c3C[C@H]12
cpd05943,COc1cc(O)c2c([O-])c3c(=O)cc(C)oc3cc2c1
cpd05944,Cc1cc(=O)c2c3c(c4c(c2o1)C=CC(C)(C)O4)C=CC(C)(C)O3
cpd05945,COc1c2ccoc2cc2oc(C)cc(=O)c12
cpd05946,CC[C@H]1C[C@@H]2C[N@@H+]3CCc4c([nH]c5c([C@H]6CC[C@H]7[NH2+]CCc8c7n6c6ccccc86)c(O)ccc45)[C@](C(=O)OC)(C2)[C@H]13
cpd05947,C=C[C@@]1(C)C[C@@H](C=C(C)C)[NH2+][C@H]1C(=O)c1c[nH]c2ccccc12
cpd05948,C=C[C@@]1(C)CC(C)=N[C@@H]1C(=O)c1c[nH]c2ccccc12
cpd05949,CC(C)=CCc1c2ccoc2c(O)c2oc(=O)ccc12
cpd05950,CC(C)=CC1c2[nH]c3ccccc3c2CCN1C
cpd05951,CC(=O)OC[C@@]12[C@H](CCC[C@]13CO3)[C@@]1(C[C@@H](c3ccoc3)OC1=O)[C@H](C)C(=O)[C@@H]2OC(C)=O
cpd05952,CC(C)=CCC/C(C)=C/CC/C(C)=C/Cc1c([O-])c2ccc(O)cc2oc1=O
cpd05953,CC1=CCC2=C(C)CC[C@@H]([C@H](C)CCC3OC3(C)C)[C@@H](O)[C@H]12
cpd05954,CC(=O)OC[C@@]12[C@@H](OC(C)=O)C[C@@H](C)[C@](C)(CCC3=CC(=O)OC3)[C@H]1CCC[C@]21CO1
cpd05955,CC(=O)O[C@H]1C2=C([C@@H]3OC(=O)/C(=C/O[C@H]4C=C(C)C(=O)O4)[C@H]13)C(C)(C)CCC2
cpd05956,O=c1ccc2ccc3occc3c2o1
cpd05957,C=C1C[C@]23C[C@@]1(O)CC[C@@H]2c1cccc(C)c1[C@@H]3C(=O)[O-]
cpd05958,C=C1[C@H](O)[C@@]23CC[C@@H]1C=C2[C@@H](C(=O)[O-])[C@@H]1[C@]2(C)C(=O)O[C@@]13CC[C@@H]2O
cpd05959,C=C1[C@@H]2CC[C@@H]3[C@@H](OC(=O)CC)[C@@]2(C[C@@H](O)[C@@]2(O)[C@H]1C[C@H](O)C2(C)C)C[C@@]3(C)O
cpd05960,C=C1[C@H]2CC[C@@H]3[C@@](CC[C@@H]4[C@H](C(=O)[O-])C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](OS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@H]5OC(=O)CC(C)C)C[C@@]34C)(C2)[C@H]1O.[K+].[K+]
cpd05961,CCCCCCCCCCCC(=O)O[C@@]12C[C@@H](C)[C@]3(O)[C@@H]4C=C(C)C(=O)[C@@]4(O)[C@H](O)[C@@]4(CO)O[C@H]4[C@H]3[C@@H]1C2(C)C
cpd05962,C[C@@]12CCc3occc3[C@H]1CC[C@@]13C[C@@H](CC[C@H]12)[C@@](O)(CO)C3
cpd05963,CC1(C)CCC[C@]2(C)C3=C(C[C@]4(C(C)(C)O)O[C@@H]4C3=O)C(=O)C[C@@H]12
cpd05964,CCC(C)C(=O)OC[C@]1(C)[C@H]2[C@@H]3C=C(COC(C)=O)C[C@]4(O)C(=O)C(C)=C[C@H]4[C@@]3(O)[C@H](C)C[C@]21OC(=O)Cc1ccccc1
cpd05965,CC(C)c1cc2c(c(O)c1O)[C@@]13CCCC(C)(C)[C@@H]1C[C@@H]2OC3=O
cpd05966,CC(=O)OC[C@@]12[C@@H](OC(C)=O)C[C@@H](C)[C@](C)([C@@H]3C[C@H]4C=CO[C@H]4O3)[C@H]1CC[C@@H](OC(C)=O)[C@]21CO1
cpd05967,CC(=O)O[C@@H]1C[C@]2(C)[C@H](CC[C@@H](O)[C@]2(C)O)[C@@](C=O)(C[C@@H](O)c2ccoc2)[C@@H]1C
cpd05968,C/C1=C\[C@H](O)C[C@](C)(O)/C=C/[C@H](C(C)C)CC/C(C)=C/CC1
cpd05969,C[C@@]12C[C@H](c3ccoc3)OC(=O)[C@@H]1CC[C@]1(C)[C@H]2[C@@H]2OC(=O)[C@@]1(O)[C@H]1O[C@@H]21
cpd05970,CC[C@@](C)(OC(C)=O)C(=O)O[C@H]1[C@H](O)C[C@@H]2[C@@](C)([C@@H]3C[C@H]4C=CO[C@H]4O3)C(C)=C[C@H](OC(C)=O)[C@@]2(COC(C)=O)[C@@]12CO2
cpd05971,CC(=O)OC[C@@]12[C@@H](OC(C)=O)C[C@@H](C)[C@](C)([C@@H]3C[C@H]4C=CO[C@H]4O3)[C@H]1CCC[C@]21CO1
cpd05972,C=C[C@@]1(C)CC(=O)[C@@]2(O)[C@](C)(O1)[C@@H](OC(C)=O)[C@@H](O)[C@H]1C(C)(C)CC[C@H](O)[C@@]12C
cpd05973,C[C@@]12C[C@@H](c3ccoc3)OC(=O)[C@@H]1CC[C@]1(C)[C@H]2[C@H]2C=C[C@]1(O)C(=O)O2
cpd05974,COC[C@H]1O[C@H](O[C@@H]2C3=C(C(C)C)CC[C@]3(C)/C=C3\[C@@H](CC[C@]3(O)COC)[C@@H](C)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O[C@](C)(CO)[C@@H]1CO1
cpd05975,CC(C)C1=C2[C@H]3C[C@@H](O)C(CO)=CC(=O)[C@]3(C)CC[C@@]2(C)CC1
cpd05976,C=C(C)[C@]12C[C@@H](C)[C@@]34OC(c5ccccc5)(O[C@@H]1[C@@H]3[C@@H]1O[C@]1(CO)[C@@H](O)[C@]1(O)C(=O)C(C)=C[C@H]14)O2
cpd05977,C=C1C[C@]23C[C@H]1[C@@H](O)C[C@H]2[C@]1(C)CCC[C@@]2(C)C(=O)O[C@H]([C@@H]12)[C@@H]3O
cpd05978,C[NH2+]CCc1c([C@@H]2[C@@H]3[C@H](C=C(C)CC3(C)C)[C@]34Nc5ccccc5[C@]23CC[NH+]4C)[nH]c2ccccc12
cpd05979,Cc1ncc([C@@H]2CCC[NH+]2C)c2c1[nH]c1ccccc12
cpd05980,COc1cc2c(cc1OC)[C@@]13CC[NH+]4CC5=CCO[C@H]6CC(=O)N2[C@H]1[C@H]6[C@H]5C[C@H]43
cpd05981,C/C=C1/C[N@+]2(C)CC[C@@]34c5ccccc5N5[C@H]6[C@@H]([C@@H]([C@H]1C[C@@H]32)[C@]54O)N1c2ccccc2[C@]23CC[N@@+]4(C)C/C(=C/C)[C@H](C[C@@H]24)[C@H]6[C@]13O
cpd05982,CCC(C)C(=O)O[C@@]12C[C@@H](C)[C@@]3(O)[C@@H](C=C(COC(C)=O)C[C@]4(O)C(=O)C(C)=C[C@H]43)[C@@H]1C2(C)C
cpd05983,C[C@@]12CCC[C@@](C)(C(=O)[O-])[C@H]1CC[C@@]13C[C@@H](CC[C@H]12)[C@@](O)(CO)C3
cpd05984,COC(=O)C1=C2Nc3ccccc3[C@@]23CC[NH+]2C[C@]4(C[C@@H]5C[C@]67CCO[C@H]6CC[NH+]6CC[C@]48c4cccc(OC)c4N[C@]58[C@@H]67)[C@@H]4OCC[C@]4(C1)[C@H]23
cpd05985,C[C@H]1[NH2+]CCc2c1[nH]c1ccccc21
cpd05986,C=C1C(=O)[C@]23C[C@H]1CC[C@H]2[C@@]12CO[C@@H](O)[C@@H]1C(C)(C)[C@@H](O)C[C@@H]2OC3=O
cpd05987,CCC/C=C/C=C/C=C\C(=O)O[C@@]12[C@H](OC(C)=O)[C@@H](C)[C@@]3(O)[C@@H](C=C(CO)C[C@@H]4C(=O)C(C)=C[C@H]43)[C@@H]1C2(C)C
cpd05988,CC(C)c1cc2c(cc1O)[C@@]1(C)CCCC(C)(C)[C@@H]1CC2
cpd05989,CC(C)C1=C2[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H](C)[C@@H]3CC[C@H](CO)/C3=C/[C@@]2(C)CC1
cpd05990,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CO
cpd05991,C=C(C)[C@@]12OC3(c4ccccc4)O[C@@H]1[C@@H]1[C@@H]4O[C@]4(CO)[C@@H](O)[C@]4(O)C(=O)C(C)=C[C@H]4[C@@]1(O3)[C@H](C)[C@H]2OC(=O)/C=C/c1ccccc1
cpd05992,C=C(C)[C@@]12OC3(c4ccccc4)O[C@@H]1[C@@H]1[C@@H]4O[C@]4(CO)[C@@H](O)[C@]4(O)C(=O)C(C)=C[C@H]4[C@@]1(O3)[C@H](C)[C@H]2OC(=O)/C=C/C=C/CCCCC
cpd05993,CN1c2ccccc2[C@@]2([C@]34CCN(C)[C@H]3Nc3ccccc34)CC[NH+](C)[C@H]12
cpd05994,O=c1ccc2nccc3c4ccccc4n1c23
cpd05995,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c21
cpd05996,C1=C2C[NH+]3CC[C@]45c6ccccc6N6[C@H]4[C@@H]([C@H]2C[C@H]35)[C@@H](OC1)N1c2ccccc2[C@@]23CC[NH+]4CC5=CCO[C@@H]6[C@@H]([C@H]12)[C@H]5C[C@H]43
cpd05997,C=C(C)[C@@]12OC3(CCCCCCCCC)O[C@@H]1[C@@H]1[C@@H]4O[C@]4(CO)[C@@H](O)[C@]4(O)C(=O)C(C)=C[C@H]4[C@@]1(O3)[C@H](C)[C@H]2OC(=O)c1ccccc1
cpd05998,C=C(C)[C@@]12OC3(c4ccccc4)O[C@@H]1[C@@H]1[C@@H]4O[C@]4(CO)[C@@H](O)[C@]4(O)C(=O)C(C)=C[C@H]4[C@@]1(O3)[C@H](C)[C@H]2OC(=O)/C=C/C=C/C=C/CCC
cpd05999,CC(=O)O[C@H]1[C@H]2CC[C@@H]3[C@]1(C[C@@H](O)[C@@]1(O)[C@@H](C[C@H](O)C1(C)C)[C@]3(C)O)C[C@@]2(C)O
cpd06000,CC(C)c1oc(=O)cc2c1C[C@H]1OC(=O)[C@@]3(C)[C@@H](O)[C@@H]4O[C@@H]4[C@@]2(C)[C@@H]13
cpd06001,C[C@@]12C[C@@H]3O[C@@H]3[C@]3(C)C(=O)O[C@H]([C@H]4O[C@@]45C1=CC(=O)O[C@@H]5[C@@](C)(O)CS(C)(=O)=O)[C@H]23
cpd06002,COC(=O)C1=CO[C@@H](C)[C@@H]2C[NH+]3CC[C@]4(C(=O)Nc5cc(OC)c(OC)cc54)[C@@H]3C[C@H]12
cpd06003,CCC1=CC2C[N@H+]3CCc4c([nH]c5ccccc45)[C@](C(=O)OC)(C2)[C@@H]13
cpd06004,C=C(C)[C@]12C[C@@H](C)[C@@]34OC(/C=C/C=C/CCCCCCCCC)(O[C@@H]1[C@@H]3[C@@H]1O[C@]1(CO)[C@@H](O)[C@]1(O)C(=O)C(C)=C[C@H]14)O2
cpd06005,C[C@]1(CCOS(=O)(=O)[O-])CC[C@@]2(O)C(=C[C@H]3OC(=O)[C@@]4(C)CCC[C@@]2(C)[C@@H]34)C1
cpd06006,C=C[C@@]1(C)C=C2C(=O)C[C@@]3(O)[C@@H](CCCC3(C)C)[C@]2(C)[C@@H](O)C1
cpd06007,C=C1C(=O)[C@@]23CC(=O)[C@@H]4C(C)(C)[C@@H](OC(C)=O)C[C@@H](OC(C)=O)[C@@]4(C)[C@@H]2[C@H](O)C[C@@H]1C3
cpd06008,CC1=C[C@]23C(=O)[C@@H](C=C(CO)[C@@H](O)[C@]2(O)[C@H]1O)[C@H]1[C@@H](C[C@H]3C)C1(C)C
cpd06009,CC1=C[C@]23C(=O)[C@@H](C=C(COC(=O)c4ccccc4)[C@@H](O)[C@]2(O)[C@H]1OC(=O)c1ccccc1)[C@H]1[C@@H](C[C@H]3C)C1(C)C
cpd06010,C[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1OC(=O)C=C2[C@@]3(C)[C@@H]4O[C@@H]4[C@H](O)[C@]4(C)C(=O)O[C@H]([C@H]5O[C@]215)[C@H]34
cpd06011,C=C1C(=O)[C@@]23[C@@H](CC[C@@H]1[C@H]2O)[C@]1(C)[C@@H](O)C[C@H](OC(C)=O)C(C)(C)[C@H]1C[C@H]3O
cpd06012,C/C=C(/C)C(=O)O[C@@H]1c2c(ccc3ccc(=O)oc23)OC1C(C)(C)OC(=O)/C(C)=C\C
cpd06013,C=C1C(=O)[C@]23C[C@H]1C[C@H](O)[C@H]2[C@]1(COC(C)=O)[C@H](CCC(C)(C)[C@H]1C=O)OC3=O
cpd06014,C=C[C@@]1(C)CC[C@H]2C(=CCC3[C@](C)(C(=O)[O-])CCC[C@@]32C)C1
cpd06015,C/C1=C/C2=C[C@H](C)C[C@@H]2C(=O)[C@]2(C)C(=O)CC(C)(C)[C@H]2CC1=O
cpd06016,CC1=C2CC(C)(C)/C=C/C(=O)/C(C)=C\C3=C[C@H](C)C[C@]3(O2)C1=O
cpd06017,CC(=O)O[C@H]1C[C@@H](C)[C@](C)([C@@H]2C[C@H]3C=CO[C@H]3O2)[C@H]2C[C@@H]3C[C@]4(CO4)C12[C@@H](OC(C)=O)O3
cpd06018,C=C1[C@H](OC(=O)c2ccccc2)[C@@H](O)C(=O)C(C)(C)[C@@H]2O[C@H]2[C@H](C)C(=O)[C@@]2(OC(C)=O)C(O)[C@@](C)(O)[C@H](OC(C)=O)[C@@H]2[C@H]1OC(=O)c1ccccc1
cpd06019,CC(C)CC(=O)O[C@@H]1c2c(ccc3ccc(=O)oc23)O[C@@H]1C(C)(C)OC(=O)CC(C)C
cpd06020,C=C[C@@](C)(O)CC[C@H]1C(=C)CC[C@H]2C(C)(C)CC(=O)C[C@]12C
cpd06021,C=C1CC[C@H]2[C@@H](/C=C(\C)C(=O)[C@@]3(O)C[C@H](C)[C@H](O)[C@@H]3[C@@H]1O)C2(C)C
cpd06022,O=c1c(-c2ccc(O)cc2)coc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12
cpd06023,CCCCCCCCC/C=C/C=C/C=C/C(=O)O[C@@]12C[C@@H](C)[C@]3(O)[C@@H]4C=C(C)C(=O)[C@@]4(O)[C@H](O)[C@@]4(CO)O[C@H]4[C@H]3[C@@H]1C2(C)C
cpd06024,C[C@@H]1C[C@H]2OC(=O)[C@@]3(C)CCC[C@@](C)([C@@H]23)[C@@]1(O)CCc1ccoc1
cpd06025,CC/C1=C/N(C=O)CCc2c([nH]c3ccccc23)[C@@](C(=O)OC)(c2cc3c(cc2OC)N(C)[C@H]2[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CC[NH+]5CC[C@]32[C@@H]54)CC(=O)C1
cpd06026,COc1ccc2[nH]c3c(Cc4ccc(O)cc4)nccc3c2c1
cpd06027,C[NH2+][C@@H]1Cc2c[nH]c3cccc(c23)[C@H]1/C=C(\C)CO
cpd06028,C[C@@]12CC(=O)c3occc3[C@H]1CC[C@@]13C[C@@H](C[C@H](O)[C@@H]21)[C@@](O)(CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@@H]3O
cpd06029,CN1CC[C@@]2([C@@]34CC[NH+](C)[C@@H]3Nc3ccccc34)c3ccccc3N[C@@H]12
cpd06030,C=C(C)[C@@]12OC3(c4ccccc4)O[C@@H]1[C@@H]1[C@@H]4O[C@]4(CO)[C@@H](O)[C@]4(O)C(=O)C(C)=C[C@H]4[C@@]1(O3)[C@H](C)[C@H]2OC(=O)/C=C/C=C/c1ccccc1
cpd06031,C=C(C)[C@]12C[C@@H](C)[C@@]34OC(CCCCCCCCCCC)(O[C@@H]1[C@@H]3[C@@H]1O[C@]1(CO)[C@@H](O)[C@]1(O)C(=O)C(C)=C[C@H]14)O2
cpd06032,C[C@@H]1Cc2occ3c2[C@H](CCC3)[C@@]12C[C@@H](c1ccoc1)OC2=O
cpd06033,C/C(=C\C(=O)[C@H](C)CCC[C@]1(C)OC/C(=C/CO)CC[C@H]1O)C(C)C
cpd06034,CC(C)c1oc(=O)cc2c1[C@@H](O)[C@H]1OC(=O)[C@@]3(C)[C@@H](O)[C@@H]4O[C@@H]4[C@@]2(C)[C@@H]13
cpd06035,CC[C@H]1C[C@@H]2C[N@@H+]3CCc4c([nH]c5ccccc45)[C@](C(=O)OC)(C2)[C@H]13
cpd06036,C=C(C)[C@H]1C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC1
cpd06037,COc1c2ccoc2c(OC[C@@H](O)C(C)(C)O)c2oc(=O)ccc12
cpd06038,Cn1c2c3ccccc3nc-2cc2ccccc21
cpd06039,CCC/C=C/C=C\C(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@@H](C=C(CO)C[C@@H]3C(=O)C(C)=C[C@H]32)[C@@H]2C(C)(C)[C@]12OC(C)=O
cpd06040,C/C=C1/C[N@+]2(C)CC[C@@]34c5ccccc5N5C=C6[C@H]7C[C@H]8[C@@]9(CC[N@@+]8(C)C/C7=C/C)c7ccccc7N7C=C([C@H]1C[C@@H]32)[C@]54O[C@@]679
cpd06041,CC(C)=C[C@H]1CC(C)[C@]2(CC[C@]3(C)C[C@H]4[C@H](C(=O)C[C@@]4(C)O)/C(C=O)=C\C[C@@H]23)O1
cpd06042,CC[C@@]12CCC[NH+]3CCc4c(n(c5ccccc45)[C@H](O)C1)[C@H]32
cpd06043,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)O[C@H](C)[C@@H](C)[C@@H]3O
cpd06044,C=C[C@@]1(C)C=C2C(=O)C[C@@H]3C(C)(C)[C@H](O)CC[C@@]3(C)[C@@H]2CC1
cpd06045,CC[C@]12CCCN3CCc4c(n(c5ccccc45)C(=O)C1)[C@@H]32
cpd06046,CC1(C)CCC[C@@]2(C)[C@H]1CC=C(C=O)[C@]21CC[C@@](C)(CC(=O)[O-])O1
cpd06047,C[C@@]12C[C@H](c3ccoc3)OC(=O)[C@H]1CC[C@]1(C)[C@H]2[C@@H]2OC(=O)[C@@]1(O)[C@H]1O[C@@H]21
cpd06048,C/C=C1/C[N@+]2(C)CC[C@@]34c5ccccc5N[C@]32[C@@H](O)C[C@@H]1C4(CO)C(=O)OC
cpd06049,CCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@@H](C=C(CO)C[C@]3(O)C(=O)C(C)=C[C@@H]23)[C@@H]2[C@@](C)(CO)[C@]12OC(C)=O
cpd06050,Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12
cpd06051,CC1=C[C@H]2[C@]3(O)[C@@H](C=C(CO)C[C@]2(O)C1=O)[C@@H]1C(C)(C)[C@]1(O)[C@H](O)[C@H]3C
cpd06052,C/C=C1/C[NH+](C)[C@@H]2Cc3c([nH]c4ccccc34)[C@@H](c3cc4[nH]c5c(c4cc3OC)CC[N@H+]3C[C@H]4C[C@H]([C@@H](C)O)[C@H]3[C@@]5(C(=O)OC)C4)C[C@@H]1C2C(=O)OC
cpd06053,C/C=C(\C)C(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@@H](C=C(CO)C[C@]3(O)C(=O)C(C)=C[C@@H]23)[C@@H]2C(C)(C)[C@]12OC(=O)CCCCCCCCC
cpd06054,C/C=C(\C)C(=O)c1c(OC)c2c(c3c(-c4ccccc4)cc(=O)oc13)OC(C)(C)C=C2
cpd06055,C=C[C@@]1(C)C=C2CC[C@H]3[C@](C)(C(=O)[O-])CCC[C@]3(C)[C@H]2CC1
cpd06056,C[NH+]1C[C@H](C(N)=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21
cpd06057,C=C(C)[C@]12C[C@@H](C)[C@@]34OC5(CCCCCCC[C@@H](C)[C@H]6[C@H](C)[C@H](OC(=O)c7ccccc7)[C@@](O)([C@H](O)[C@@]7(CO)O[C@H]7[C@H]3[C@H]1O5)[C@@H]64)O2
cpd06058,CC(C)[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]cc(c56)C[C@H]4[NH+](C)C3)(C(C)C)C(=O)N12
cpd06059,CC(C)c1cc2c(cc1O)[C@@]1(C(=O)[O-])CCCC(C)(C)[C@@H]1CC2
cpd06060,CC(C)[C@@]1(NC(=O)[C@@H]2C=C3c4cccc5[nH]cc(c45)C[C@H]3[NH+](C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O
cpd06061,C=CC(C)(C)c1cc2cc3ccoc3cc2oc1=O
cpd06062,C=C1C[C@H]2OC(=O)C3=CCC[C@H]([C@@]14C[C@@H](c1ccoc1)OC4=O)[C@]32CO
cpd06063,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@@](C)(NC(=O)[C@@H]3C=C4c5cccc6[nH]cc(c56)C[C@H]4[NH+](C)C3)C(=O)N12
cpd06064,C=C1C[C@H]2OC(=O)C3=C[C@@H](O)C[C@@H]4[C@]1(C[C@H](O)c1ccoc1)[C@@H](O)OC[C@]342
cpd06065,C=C[C@]1(C)C[C@@H](OC(=O)CO)[C@]2(C)C(C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O
cpd06066,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C(=O)NC)[C@@H]1N2C
cpd06067,C[C@]1(C(=O)[O-])CCC[C@]2(C)c3cc(O)ccc3CC[C@@H]12
cpd06068,C[C@]12C3=CC(=O)O[C@H]([C@](C)(O)CO)[C@]34O[C@@H]4[C@H]3OC(=O)[C@@](C)([C@@H](O)[C@@H]4O[C@@H]41)[C@H]32
cpd06069,CC(C)[C@H]1OC(=O)C=C2[C@@]3(C)CC=C[C@]4(C)C(=O)O[C@@H]([C@@H]43)[C@H]3O[C@]213
cpd06070,CC(C)[C@H]1OC(=O)C=C2C1=C[C@H]1OC(=O)[C@@]3(C)[C@@H](O)[C@@H]4O[C@@H]4[C@@]2(C)[C@@H]13
