cpd00001,0
cpd00002,-3
cpd00003,-1
cpd00004,-2
cpd00005,-4
cpd00006,-3
cpd00007,0
cpd00008,-2
cpd00009,-2
cpd00010,-4
cpd00011,0
cpd00012,-3
cpd00013,1
cpd00014,-2
cpd00015,-2
cpd00016,-2
cpd00017,1
cpd00018,-2
cpd00019,0
cpd00020,-1
cpd00021,0
cpd00022,-4
cpd00023,-1
cpd00024,-2
cpd00025,0
cpd00026,-2
cpd00027,0
cpd00028,-2
cpd00029,-1
cpd00030,2
cpd00031,-2
cpd00032,-2
cpd00033,0
cpd00034,2
cpd00035,0
cpd00036,-2
cpd00037,-2
cpd00038,-3
cpd00039,1
cpd00040,-1
cpd00041,-1
cpd00042,-1
cpd00043,-2
cpd00044,-4
cpd00045,-4
cpd00046,-2
cpd00047,-1
cpd00048,-2
cpd00049,-1
cpd00050,-2
cpd00051,1
cpd00052,-3
cpd00053,0
cpd00054,0
cpd00055,0
cpd00056,-1
cpd00057,0
cpd00058,2
cpd00059,-1
cpd00060,0
cpd00061,-3
cpd00062,-3
cpd00063,2
cpd00064,1
cpd00065,0
cpd00066,0
cpd00067,1
cpd00068,-3
cpd00069,0
cpd00070,-5
cpd00071,0
cpd00072,-2
cpd00073,0
cpd00074,0
cpd00075,0
cpd00076,0
cpd00077,0
cpd00078,-5
cpd00079,-2
cpd00080,-2
cpd00081,-1
cpd00082,0
cpd00083,-2
cpd00084,0
cpd00085,0
cpd00086,-4
cpd00087,-2
cpd00088,0
cpd00089,-2
cpd00090,-2
cpd00091,-2
cpd00092,0
cpd00093,-1
cpd00094,-1
cpd00095,-2
cpd00096,-2
cpd00097,-3
cpd00098,1
cpd00099,-1
cpd00100,0
cpd00101,-2
cpd00102,-2
cpd00103,-4
cpd00104,-1
cpd00105,0
cpd00106,-2
cpd00107,0
cpd00108,0
cpd00109,-1
cpd00110,-2
cpd00111,-2
cpd00112,-2
cpd00113,-2
cpd00114,-2
cpd00115,-3
cpd00116,0
cpd00117,0
cpd00118,2
cpd00119,0
cpd00120,-4
cpd00121,0
cpd00122,0
cpd00123,-1
cpd00125,-2
cpd00126,-2
cpd00127,0
cpd00128,0
cpd00129,0
cpd00130,-2
cpd00131,2
cpd00132,0
cpd00133,0
cpd00134,-4
cpd00135,0
cpd00136,-1
cpd00137,-3
cpd00138,0
cpd00139,-1
cpd00141,-1
cpd00142,-1
cpd00143,-1
cpd00144,-3
cpd00145,-1
cpd00146,-2
cpd00147,0
cpd00148,-2
cpd00149,2
cpd00150,0
cpd00151,0
cpd00152,2
cpd00153,-1
cpd00154,0
cpd00155,0
cpd00156,0
cpd00157,0
cpd00158,0
cpd00159,-1
cpd00160,0
cpd00161,0
cpd00162,1
cpd00163,-2
cpd00164,-1
cpd00165,0
cpd00166,0
cpd00167,0
cpd00168,-1
cpd00169,-3
cpd00170,0
cpd00171,-2
cpd00172,0
cpd00173,-3
cpd00174,0
cpd00175,-2
cpd00176,-1
cpd00177,-2
cpd00178,0
cpd00179,0
cpd00180,-2
cpd00181,3
cpd00182,0
cpd00183,0
cpd00184,0
cpd00185,0
cpd00186,-1
cpd00187,1
cpd00188,-1
cpd00189,0
cpd00190,0
cpd00191,-1
cpd00192,-4
cpd00193,-2
cpd00194,0
cpd00195,0
cpd00196,-2
cpd00197,-1
cpd00198,-2
cpd00199,-1
cpd00200,-1
cpd00201,-2
cpd00202,-2
cpd00203,-4
cpd00204,1
cpd00205,1
cpd00206,-2
cpd00207,0
cpd00208,0
cpd00209,-1
cpd00210,0
cpd00211,-1
cpd00212,0
cpd00213,0
cpd00214,-1
cpd00215,0
cpd00216,-2
cpd00217,0
cpd00218,-1
cpd00219,-2
cpd00220,-1
cpd00221,-1
cpd00222,-1
cpd00223,-1
cpd00224,0
cpd00225,0
cpd00226,0
cpd00227,0
cpd00228,0
cpd00229,0
cpd00231,0
cpd00232,-1
cpd00233,0
cpd00234,0
cpd00235,-2
cpd00236,-2
cpd00237,0
cpd00238,-2
cpd00239,-1
cpd00240,-3
cpd00241,-3
cpd00242,-1
cpd00245,0
cpd00246,0
cpd00247,-1
cpd00248,-1
cpd00249,0
cpd00250,0
cpd00251,-2
cpd00253,0
cpd00254,2
cpd00255,2
cpd00256,-1
cpd00257,1
cpd00258,0
cpd00259,0
cpd00260,-3
cpd00261,0
cpd00262,-5
cpd00263,0
cpd00264,3
cpd00265,0
cpd00266,0
cpd00267,1
cpd00268,-1
cpd00269,-2
cpd00270,-4
cpd00271,-3
cpd00272,-2
cpd00274,0
cpd00275,0
cpd00276,1
cpd00277,0
cpd00278,-1
cpd00279,-4
