cpd00001,-47963.78895
cpd00002,-1672514.633
cpd00003,-1841698.883
cpd00004,-1842167.174
cpd00005,-2197878.517788487
cpd00006,-2197428.896927216
cpd00008,-1316518.885
cpd00009,-403694.157
cpd00010,-2402839.901
cpd00011,-118338.9437
cpd00012,-759717.363006428
cpd00013,-35760.88970470167
cpd00014,-1283593.8084867024
cpd00015,-2102739.394
cpd00018,-960206.0192269408
cpd00019,-1034170.5335154474
cpd00020,-214558.8176
cpd00022,-2498586.058
cpd00023,-345809.881434334
cpd00024,-357263.5404
cpd00026,-1666740.692392933
cpd00027,-431114.1495961924
cpd00029,-143453.48493554335
cpd00031,-1363730.3180234504
cpd00032,-332617.1409
cpd00033,-178453.69538872005
cpd00035,-203101.94208811468
cpd00036,-286156.78
cpd00037,-1750031.3338106156
cpd00038,-1719721.44150148
cpd00039,-312046.43910210667
cpd00040,-189904.6676582204
cpd00041,-321161.52717473597
cpd00042,-881348.9758921396
cpd00043,-1666738.2863818991
cpd00046,-914806.5996862414
cpd00047,-118800.44014147297
cpd00048,-438909.3344801158
cpd00051,-380774.99657502474
cpd00052,-1627125.11749767
cpd00053,-333603.80788306176
cpd00054,-250304.40802749846
cpd00055,-71841.61552123717
cpd00056,-1439614.0278412073
cpd00060,-502289.957993516
cpd00061,-570278.0738
cpd00062,-1639592.1006452735
cpd00064,-287405.18442778336
cpd00065,-430555.0795469152
cpd00066,-348016.05262164713
cpd00067,-268.61
cpd00068,-1685005.4827400085
cpd00069,-395221.17773255135
cpd00070,-2616632.042103834
cpd00071,-96501.28425627096
cpd00072,-786842.2186
cpd00073,-141340.7490217127
cpd00076,-814269.2304074727
cpd00078,-2641296.706
cpd00079,-786841.3993
cpd00080,-572034.3362332523
cpd00082,-431115.06575108034
cpd00083,-1746883.8678724088
cpd00085,-203099.92800738337
cpd00089,-786842.4909718526
cpd00095,-571290.0963
cpd00101,-714986.2225539247
cpd00102,-571285.401
cpd00103,-1427018.0690298625
cpd00105,-359264.1963897706
cpd00106,-285400.3919
cpd00107,-277042.3330702584
cpd00108,-431112.2029801849
cpd00111,-1761924.5065340032
cpd00113,-882454.1767611502
cpd00114,-972694.6180927163
cpd00115,-1625309.7780148801
cpd00117,-203101.9237257521
cpd00119,-344270.1060941256
cpd00120,-2547889.7881845115
cpd00121,-431120.88108445075
cpd00122,-514413.4111763898
cpd00125,-1009860.8904397105
cpd00126,-1007429.3734353869
cpd00128,-293183.74461236515
cpd00129,-251648.8396009844
cpd00130,-333363.2471
cpd00133,-261589.30698568307
cpd00135,-477647.52023084887
cpd00137,-476063.8007
cpd00138,-431117.81638745073
cpd00139,-190656.94253424375
cpd00141,-168098.25996837992
cpd00142,-239210.9802505512
cpd00143,-359466.1458510486
cpd00144,-1712944.647976118
cpd00145,-261761.8977319915
cpd00146,-509525.7664831161
cpd00147,-831821.6540031349
cpd00151,-284915.066992358
cpd00154,-359267.20650889043
cpd00156,-252395.08000777836
cpd00157,-215559.2038417249
cpd00158,-814272.5943185288
cpd00159,-215307.34192148873
cpd00161,-274954.90536079905
cpd00162,-132249.86786894852
cpd00163,-1594874.3061140613
cpd00164,-477321.760763572
cpd00225,-216767.85611834232
cpd00169,-618247.4722
cpd00170,-430379.89427715197
cpd00171,-714984.422302847
cpd00175,-1750024.1383040152
cpd00176,-430118.37475782906
cpd00177,-1269312.843165352
cpd00178,-121158.1877204127
cpd00179,-814262.8326452046
cpd00182,-604487.4501142015
cpd00184,-549010.1731757222
cpd00185,-359265.78802910756
cpd00186,-345809.87511742016
cpd00188,-584062.6177906495
cpd00191,-214556.25450283807
cpd00193,-1351719.0670703
cpd00196,-499456.5399668417
cpd00198,-714992.1293077739
cpd00199,-239203.54373674424
cpd00200,-288497.97367130034
cpd00201,-1057085.740394208
cpd00202,-882461.4138274913
cpd00203,-974244.9015
cpd00204,-71324.21982047771
cpd00206,-867609.3676918857
cpd00207,-340404.9387898898
cpd00208,-814263.6228939336
cpd00210,-476260.90671155
cpd00212,-431119.2028718108
cpd00213,-778189.8024136511
cpd00214,-488501.4534195502
cpd00215,-370553.5301214747
cpd00216,-525429.132501014
cpd00217,-814247.6005094894
cpd00218,-273793.6488041187
cpd00221,-215307.31659956867
cpd00222,-478062.00214421196
cpd00223,-262508.7229035652
cpd00224,-359266.40377003764
C00261,-216767.863365387
cpd00226,-305664.659892721
cpd00227,-274950.9056220539
cpd00229,-143702.8502990423
cpd00232,-728969.4882009877
cpd00234,-430370.88305489643
cpd00235,-786837.7334692139
cpd00236,-643132.1202271803
cpd00237,-558258.2054616828
cpd00242,-166022.94923067847
cpd00246,-616963.8914329124
cpd00247,-378324.8879072232
cpd00248,-454766.302337715
cpd00249,-571566.9909256336
cpd00250,-296459.9238656132
cpd19002,-345809.8860179279
cpd00256,-1429307.5642181535
cpd00258,-359262.6031301211
cpd00259,-359263.636906167
cpd00260,-476062.1108446195
cpd00261,-359262.0307799762
cpd00263,-371296.84458925994
cpd00266,-348867.5453802266
cpd00269,-381908.73604951426
cpd00274,-392983.21419963316
cpd00278,-442008.0272866444
cpd00279,-2594344.293413491
cpd00280,-477314.3181787104
cpd00281,-227749.63223512296
cpd00282,-379068.52427388163
cpd00284,-833796.2657533876
cpd00285,-487981.912418571
cpd00287,-239204.5807989366
cpd00288,-774644.2335831902
cpd00290,-1142573.68
cpd00293,-870142.3759751967
cpd00294,-913011.1933353427
